Ticker,Name,Sector,CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
FMBH,FIRST MID BANCSHARES INC,Financials,-1115000.0,-1108000.0,-1242000.0,-1930000.0,239199000.0,167665000.0,124641000.0,203914000.0,23972000.0,33131000.0,38274000.0,47884000.0,77906000.0,78697000.0,83270000.0,82442000.0,,,,,,,,,0.82,0.81,0.8,0.93,NASDAQ,6968000.0,5885000.0,6205000.0,5978000.0,31918000.0,33639000.0,30892000.0,28150000.0,1,390933000.0,350309000.0,354272000.0,298870000.0,279968.96,19745000.0,19482000.0,19168000.0,22171000.0,,,,,31918000.0,33639000.0,30892000.0,28150000.0,77906000.0,78697000.0,83270000.0,82442000.0,7581060000.0,7562489000.0,7519734000.0,7572688000.0,406219000.0,365182000.0,368462000.0,313125000.0,813645000.0,858497000.0,846391000.0,870949000.0,6767415000.0,6703992000.0,6673343000.0,6701739000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
BROS,DUTCH BROS INC CLASS A,Consumer Discretionary,-64448000.0,-57059000.0,-42769000.0,-45551000.0,260922000.0,281134000.0,293354000.0,316441000.0,59536000.0,83466000.0,62237000.0,36884000.0,234637000.0,248161000.0,254838000.0,265159000.0,334611000.0,342045000.0,357941000.0,382884000.0,153097000.0,180426000.0,203071000.0,196745000.0,0.12,0.11,0.03,0.13,New York Stock Exchange Inc.,3860000.0,4698000.0,1105000.0,1459000.0,6997000.0,6869000.0,6761000.0,7115000.0,1,228966000.0,224361000.0,219755000.0,260774000.0,2078470.14,11940000.0,12644000.0,3612000.0,15353000.0,32184000.0,32515000.0,15778000.0,31072000.0,58097000.0,57536000.0,72170000.0,58921000.0,324918000.0,338212000.0,342786000.0,355152000.0,2377286000.0,2431516000.0,2501085000.0,2765220000.0,910843000.0,928619000.0,942909000.0,1021193000.0,729812000.0,752671000.0,763865000.0,796302000.0,1647474000.0,1678845000.0,1737220000.0,1968918000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
CRMT,AMERICAS CAR MART INC,Consumer Discretionary,,-986000.0,-1352000.0,-751000.0,,4748000.0,8006000.0,8532000.0,,-14972000.0,-22234000.0,-30776000.0,,186570000.0,173215000.0,169374000.0,,1347885000.0,1391977000.0,1423559000.0,,360253000.0,270252000.0,226042000.0,,-0.152265,0.61,0.37,NASDAQ,,-219000.0,2017000.0,1228000.0,,18312000.0,18042000.0,16923000.0,1,,597494000.0,656414000.0,722245000.0,70902.42,,-964000.0,5099000.0,3162000.0,,17175000.0,25199000.0,21350000.0,,144018000.0,148855000.0,135002000.0,,347763000.0,347269000.0,325726000.0,,1531270000.0,1575176000.0,1607099000.0,,853030000.0,835732000.0,863912000.0,,471553000.0,554065000.0,558311000.0,,1059717000.0,1021111000.0,1048788000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
ESPR,ESPERION THERAPEUTICS INC,Health Care,-77000.0,-167000.0,,,189304000.0,144717000.0,144761000.0,114633000.0,-7205000.0,-35325000.0,-34952000.0,-22628000.0,15609000.0,17286000.0,25631000.0,31538000.0,345108000.0,307555000.0,337998000.0,318778000.0,175338000.0,165873000.0,246233000.0,270966000.0,-0.33,-0.15,-0.11,-0.21,NASDAQ,-61925000.0,-29524000.0,-21318000.0,-40455000.0,13723000.0,15082000.0,16422000.0,19431000.0,1,262475000.0,262922000.0,237716000.0,238320000.0,161763.14,-61925000.0,-29524000.0,-21318000.0,-40455000.0,2579000.0,-16026000.0,-4420000.0,-22096000.0,55646000.0,50372000.0,47902000.0,55553000.0,73834000.0,51632000.0,69113000.0,64995000.0,352319000.0,314114000.0,343821000.0,324029000.0,269135000.0,268962000.0,297602000.0,297784000.0,-344220000.0,-370209000.0,-388722000.0,-426211000.0,696539000.0,684323000.0,732543000.0,750240000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,,,,35000.0,5577000.0,6372000.0,7097000.0,6974000.0,12127000.0,9893000.0,13153000.0,11611000.0,1369000.0,1386000.0,1388000.0,1364000.0,119212000.0,121222000.0,105001000.0,120281000.0,354069000.0,361176000.0,360038000.0,360051000.0,0.38,0.29,0.34,0.34,New York Stock Exchange Inc.,5276000.0,3997000.0,4661000.0,4777000.0,6032000.0,6131000.0,5667000.0,5249000.0,1,19970000.0,19662000.0,19349000.0,19034000.0,131736.15,5276000.0,3997000.0,4661000.0,4777000.0,9584000.0,8490000.0,9259000.0,9034000.0,13781000.0,14618000.0,13995000.0,14150000.0,24734000.0,24494000.0,24642000.0,24548000.0,586551000.0,584330000.0,580862000.0,573482000.0,373802000.0,378337000.0,379167000.0,379444000.0,190701000.0,181639000.0,179541000.0,172166000.0,395850000.0,402691000.0,401321000.0,401316000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
SEIC,SEI INVESTMENTS,Financials,-14130000.0,-12138000.0,-10949000.0,-16028000.0,768291000.0,901134000.0,839891000.0,710685000.0,114736000.0,200044000.0,195269000.0,146480000.0,240516000.0,248645000.0,259500000.0,247397000.0,1498073000.0,1657537000.0,1551810000.0,1478387000.0,237131000.0,285673000.0,380513000.0,261430000.0,1.05,1.19,1.19,1.17,NASDAQ,43692000.0,47461000.0,35383000.0,44856000.0,139000.0,141000.0,144000.0,185000.0,1,25469000.0,24647000.0,24235000.0,20971000.0,2381192.58,139120000.0,154900000.0,155771000.0,151517000.0,136514000.0,143832000.0,145544000.0,157097000.0,141956000.0,144919000.0,152146000.0,146850000.0,518986000.0,537396000.0,557190000.0,551344000.0,2529065000.0,2684429000.0,2684606000.0,2566042000.0,33082000.0,32573000.0,32135000.0,28330000.0,2247503000.0,2354410000.0,2252112000.0,2257852000.0,281562000.0,330019000.0,432494000.0,308190000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
HBT,HBT FINANCIAL INC,Financials,-1689000.0,-955000.0,-1576000.0,-1275000.0,195760000.0,179671000.0,137692000.0,211591000.0,19797000.0,25520000.0,17283000.0,30440000.0,56163000.0,55962000.0,58378000.0,57631000.0,,,,,,,,,0.57,0.57,0.64,0.6,NASDAQ,6883000.0,6333000.0,7126000.0,6428000.0,15796000.0,16384000.0,15397000.0,14430000.0,1,106067000.0,105802000.0,105633000.0,99646000.0,135236.74,18070000.0,18180000.0,20272000.0,19075000.0,,,,,15796000.0,16384000.0,15397000.0,14430000.0,56163000.0,55962000.0,58378000.0,57631000.0,5006199000.0,4990728000.0,5032902000.0,5092192000.0,106067000.0,105802000.0,105633000.0,99646000.0,509469000.0,537662000.0,544605000.0,565057000.0,4496730000.0,4453066000.0,4488297000.0,4527135000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
UHALB,U HAUL NON VOTING SERIES N,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York Stock Exchange Inc.,,,,,,,,,1,,,,,1397063.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
ENTG,ENTEGRIS INC,Information Technology,-59300000.0,-82182000.0,-107524000.0,-108000000.0,320008000.0,432072000.0,329213000.0,340900000.0,111200000.0,197225000.0,176096000.0,140400000.0,436900000.0,435869000.0,462582000.0,416700000.0,1576786000.0,1715089000.0,1616304000.0,1670200000.0,439858000.0,586691000.0,525178000.0,512600000.0,0.45,0.51,0.67,0.41,NASDAQ,6700000.0,8190000.0,9997000.0,8200000.0,53700000.0,51666000.0,52491000.0,51000000.0,1,4122233000.0,4060690000.0,3981105000.0,3984500000.0,3152865.6,67700000.0,77582000.0,102243000.0,62900000.0,130100000.0,136241000.0,51178000.0,122300000.0,245700000.0,235584000.0,336077000.0,234200000.0,812700000.0,807694000.0,849837000.0,773200000.0,8336586000.0,8472757000.0,8394620000.0,8431400000.0,4194033000.0,4198707000.0,4053264000.0,4055200000.0,3502390000.0,3592510000.0,3691504000.0,3749400000.0,4834196000.0,4880247000.0,4703116000.0,4682000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
LGIH,LGI HOMES INC,Consumer Discretionary,-280000.0,-64000.0,-607000.0,-831000.0,51071000.0,60903000.0,53197000.0,57600000.0,-83490000.0,-17764000.0,57008000.0,-127148000.0,451613000.0,488362000.0,429885000.0,277707000.0,3454549000.0,3549593000.0,3469767000.0,3632468000.0,152774000.0,166516000.0,137926000.0,138698000.0,2.48,2.95,2.15,0.17,NASDAQ,18310000.0,22277000.0,16214000.0,1730000.0,0.0,,,,1,1560314000.0,1592194000.0,1517858000.0,1653162000.0,386803.14,58573000.0,69575000.0,50870000.0,3994000.0,67521000.0,80305000.0,45587000.0,169000.0,83363000.0,83187000.0,81924000.0,73544000.0,602497000.0,651854000.0,557396000.0,351420000.0,3701927000.0,3825833000.0,3758534000.0,3888659000.0,1565039000.0,1598343000.0,1523992000.0,1659266000.0,1923842000.0,1996963000.0,2037228000.0,2042526000.0,1778085000.0,1828870000.0,1721306000.0,1846133000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
DXPE,DXP ENTERPRISES INC,Industrials,-8825000.0,-3954000.0,-9395000.0,-19914000.0,49936000.0,35000000.0,148320000.0,114283000.0,14735000.0,28344000.0,32143000.0,2973000.0,307763000.0,326825000.0,322422000.0,326304000.0,544095000.0,554581000.0,661874000.0,661756000.0,227703000.0,249363000.0,243984000.0,245417000.0,1.0,1.27,1.29,1.25,NASDAQ,6310000.0,2631000.0,1318000.0,6584000.0,15384000.0,15716000.0,17283000.0,14660000.0,1,519735000.0,519250000.0,621684000.0,620901000.0,354434.94,16693000.0,21101000.0,21363000.0,20589000.0,37352000.0,39608000.0,39291000.0,40515000.0,100441000.0,106502000.0,109201000.0,109750000.0,445556000.0,472935000.0,470914000.0,476569000.0,1189146000.0,1231445000.0,1349494000.0,1382512000.0,577070000.0,574600000.0,676359000.0,688687000.0,384681000.0,402368000.0,422788000.0,444659000.0,804465000.0,829077000.0,926706000.0,937853000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
MMSI,MERIT MEDICAL SYSTEMS INC,Health Care,-11342000.0,-9921000.0,-4237000.0,-21518000.0,636658000.0,523128000.0,376715000.0,395529000.0,68506000.0,47333000.0,68744000.0,40572000.0,176903000.0,182310000.0,182175000.0,183331000.0,1162546000.0,1078317000.0,923774000.0,958635000.0,186215000.0,201079000.0,216402000.0,196823000.0,0.61,0.48,0.46,0.49,NASDAQ,10117000.0,8213000.0,5198000.0,7811000.0,7679000.0,7501000.0,7993000.0,6568000.0,1,801321000.0,750505000.0,729551000.0,730673000.0,1421413.75,35726000.0,28444000.0,27947000.0,30147000.0,46252000.0,37364000.0,36715000.0,42056000.0,114848000.0,120171000.0,136268000.0,129964000.0,338003000.0,339845000.0,355158000.0,355351000.0,2371839000.0,2378084000.0,2418603000.0,2467973000.0,871100000.0,819152000.0,794665000.0,817657000.0,1282445000.0,1323406000.0,1379359000.0,1428423000.0,1089394000.0,1054678000.0,1039244000.0,1039550000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,50083000.0,-18724000.0,51519000.0,-64476000.0,1764644000.0,950052000.0,929026000.0,1087720000.0,658209000.0,703614000.0,742525000.0,596076000.0,537267000.0,564690000.0,593641000.0,568247000.0,2579114000.0,1794195000.0,1802139000.0,1843243000.0,275701000.0,1167758000.0,1253616000.0,1182852000.0,0.23,0.917369,0.353141,0.411765,NASDAQ,0.0,0.0,0.0,0.0,49013000.0,66506000.0,65761000.0,65261000.0,1,7602019000.0,6610437000.0,6614653000.0,6618847000.0,3829002.3,102004000.0,543987000.0,208214000.0,238349000.0,269630000.0,735074000.0,361514000.0,534182000.0,267637000.0,-170384000.0,232127000.0,34065000.0,537267000.0,564690000.0,593641000.0,568247000.0,17656579000.0,18042242000.0,18222715000.0,17608256000.0,7602019000.0,7607379000.0,7612426000.0,7617452000.0,9751818000.0,10258467000.0,10342366000.0,9788657000.0,7904761000.0,7783775000.0,7880349000.0,7819599000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
SON,SONOCO PRODUCTS,Materials,-93236000.0,-91638000.0,-121903000.0,-92657000.0,140233000.0,1930633000.0,431010000.0,181829000.0,109254000.0,162149000.0,396207000.0,-208094000.0,993558000.0,1317129000.0,282888000.0,1355541000.0,2114463000.0,3969031000.0,3178560000.0,3174274000.0,1626133000.0,1678279000.0,4038291000.0,3985147000.0,0.92,0.51,-0.44,0.55,New York Stock Exchange Inc.,16756000.0,21154000.0,-60312000.0,21147000.0,28674000.0,61643000.0,50117000.0,56027000.0,1,2541929000.0,4320442000.0,4985496000.0,4978337000.0,1177480.23,90811000.0,50921000.0,-42960000.0,54429000.0,109296000.0,168092000.0,-51907000.0,144624000.0,175947000.0,190645000.0,137496000.0,209063000.0,1278801000.0,1675866000.0,368477000.0,1709228000.0,7154664000.0,9042861000.0,12507790000.0,12680593000.0,3294901000.0,5071399000.0,7298756000.0,7404056000.0,2441867000.0,2487160000.0,2286213000.0,2461932000.0,4712797000.0,6555701000.0,10221577000.0,10218661000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
REZI,RESIDEO TECHNOLOGIES INC,Industrials,-15000000.0,-22000000.0,-22000000.0,-31000000.0,413000000.0,531000000.0,692000000.0,577000000.0,92000000.0,147000000.0,203000000.0,-65000000.0,1142000000.0,1304000000.0,1328000000.0,1259000000.0,2884000000.0,3037000000.0,3172000000.0,3061000000.0,1594000000.0,1672000000.0,1790000000.0,1578000000.0,0.19,0.07,0.08,-0.02,New York Stock Exchange Inc.,29000000.0,24000000.0,22000000.0,9000000.0,15000000.0,27000000.0,26000000.0,25000000.0,1,1979000000.0,1983000000.0,1983000000.0,1983000000.0,1320315.22,30000000.0,20000000.0,23000000.0,6000000.0,133000000.0,155000000.0,149000000.0,140000000.0,314000000.0,369000000.0,381000000.0,371000000.0,1589000000.0,1828000000.0,1858000000.0,1770000000.0,7984000000.0,8135000000.0,8199000000.0,8074000000.0,2043000000.0,2039000000.0,2034000000.0,2034000000.0,3294000000.0,3354000000.0,3309000000.0,3347000000.0,4690000000.0,4781000000.0,4890000000.0,4727000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
BXP,BXP INC,Real Estate,4372000.0,-66842000.0,18619000.0,-151917000.0,685376000.0,1420475000.0,1254882000.0,398126000.0,367064000.0,286096000.0,383746000.0,210036000.0,331265000.0,337730000.0,332959000.0,339143000.0,2340384000.0,3116836000.0,3017252000.0,2196391000.0,1156763000.0,1237839000.0,1202458000.0,1491866000.0,0.51,0.53,-1.45,0.39,New York Stock Exchange Inc.,106949000.0,108452000.0,-237817000.0,86905000.0,149642000.0,163194000.0,170390000.0,163444000.0,1,14867474000.0,15715246000.0,15720499000.0,14871692000.0,3116629.55,79615000.0,83628000.0,-228854000.0,61177000.0,251418000.0,261606000.0,262667000.0,249182000.0,267799000.0,259891000.0,262945000.0,276890000.0,850482000.0,859227000.0,858571000.0,865215000.0,25474448000.0,26405536000.0,26084980000.0,25436521000.0,16128917000.0,16977950000.0,16984070000.0,16435709000.0,8290243000.0,8282306000.0,7947656000.0,7858781000.0,17184205000.0,18123230000.0,18137324000.0,17577740000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
CMS,CMS ENERGY CORP,Utilities,-763000000.0,-855000000.0,-953000000.0,-800000000.0,699000000.0,412000000.0,103000000.0,465000000.0,684000000.0,304000000.0,403000000.0,1031000000.0,949000000.0,1004000000.0,1112000000.0,1403000000.0,2985000000.0,2703000000.0,2790000000.0,2782000000.0,2528000000.0,2191000000.0,3521000000.0,2627000000.0,0.65,0.84,0.87,1.009646,New York Stock Exchange Inc.,102000000.0,99000000.0,126000000.0,162000000.0,173000000.0,178000000.0,180000000.0,187000000.0,1,14917000000.0,15548000000.0,15194000000.0,16148000000.0,5662605.62,198000000.0,253000000.0,265000000.0,304000000.0,283000000.0,367000000.0,425000000.0,494000000.0,375000000.0,372000000.0,452000000.0,550000000.0,1607000000.0,1743000000.0,1989000000.0,2447000000.0,34355000000.0,34817000000.0,35920000000.0,36295000000.0,15768000000.0,16167000000.0,16566000000.0,16966000000.0,8541000000.0,8641000000.0,8748000000.0,8923000000.0,25814000000.0,26176000000.0,27172000000.0,27372000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
