Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency
INSM,INSMED INC,Health Care,Equity,"6,740,528.76",0.04,"6,740,528.76","47,292.00",142.53,United States,NASDAQ,USD
VLTO,VERALTO CORP,Industrials,Equity,"6,732,962.60",0.04,"6,732,962.60","63,161.00",106.6,United States,New York Stock Exchange Inc.,USD
IP,INTERNATIONAL PAPER,Materials,Equity,"6,731,080.61",0.04,"6,731,080.61","139,331.00",48.31,United States,New York Stock Exchange Inc.,USD
MDB,MONGODB INC CLASS A,Information Technology,Equity,"6,728,268.60",0.04,"6,728,268.60","20,892.00",322.05,United States,NASDAQ,USD
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"6,727,006.00",0.04,"6,727,006.00","12,298.00",547,United States,New York Stock Exchange Inc.,USD
NTRS,NORTHERN TRUST CORP,Financials,Equity,"6,711,337.21",0.04,"6,711,337.21","51,829.00",129.49,United States,NASDAQ,USD
PTC,PTC INC,Information Technology,Equity,"6,693,277.75",0.04,"6,693,277.75","31,387.00",213.25,United States,NASDAQ,USD
PPG,PPG INDUSTRIES INC,Materials,Equity,"6,663,809.56",0.04,"6,663,809.56","60,779.00",109.64,United States,New York Stock Exchange Inc.,USD
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"6,623,934.10",0.04,"6,623,934.10","100,990.00",65.59,United States,New York Stock Exchange Inc.,USD
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"6,615,068.33",0.04,"6,615,068.33","28,249.00",234.17,United States,Cboe BZX,USD
MKL,MARKEL GROUP INC,Financials,Equity,"6,610,815.68",0.04,"6,610,815.68","3,376.00","1,958.18",United States,New York Stock Exchange Inc.,USD
RF,REGIONS FINANCIAL CORP,Financials,Equity,"6,535,537.92",0.04,"6,535,537.92","238,872.00",27.36,United States,New York Stock Exchange Inc.,USD
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"6,519,042.85",0.04,"6,519,042.85","31,015.00",210.19,United States,New York Stock Exchange Inc.,USD
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"6,468,160.00",0.04,"6,468,160.00","58,000.00",111.52,United States,NASDAQ,USD
DOV,DOVER CORP,Industrials,Equity,"6,460,020.84",0.04,"6,460,020.84","36,219.00",178.36,United States,New York Stock Exchange Inc.,USD
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"6,449,839.50",0.04,"6,449,839.50","12,181.00",529.5,United States,NASDAQ,USD
PSTG,PURE STORAGE INC CLASS A,Information Technology,Equity,"6,435,075.28",0.04,"6,435,075.28","81,736.00",78.73,United States,New York Stock Exchange Inc.,USD
AFRM,AFFIRM HOLDINGS INC CLASS A,Financials,Equity,"6,390,426.84",0.04,"6,390,426.84","71,274.00",89.66,United States,NASDAQ,USD
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,"6,366,098.34",0.04,"6,366,098.34","31,374.00",202.91,United States,New York Stock Exchange Inc.,USD
CNP,CENTERPOINT ENERGY INC,Utilities,Equity,"6,360,708.00",0.04,"6,360,708.00","169,800.00",37.46,United States,New York Stock Exchange Inc.,USD
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,"6,358,921.60",0.04,"6,358,921.60","58,640.00",108.44,United States,New York Stock Exchange Inc.,USD
SW,SMURFIT WESTROCK PLC,Materials,Equity,"6,356,270.07",0.04,"6,356,270.07","137,671.00",46.17,United States,New York Stock Exchange Inc.,USD
PODD,INSULET CORP,Health Care,Equity,"6,349,062.75",0.04,"6,349,062.75","18,325.00",346.47,United States,NASDAQ,USD
STE,STERIS,Health Care,Equity,"6,340,796.28",0.04,"6,340,796.28","26,052.00",243.39,United States,New York Stock Exchange Inc.,USD
NTAP,NETAPP INC,Information Technology,Equity,"6,339,818.16",0.04,"6,339,818.16","53,352.00",118.83,United States,NASDAQ,USD
FE,FIRSTENERGY CORP,Utilities,Equity,"6,319,146.96",0.04,"6,319,146.96","145,368.00",43.47,United States,New York Stock Exchange Inc.,USD
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"6,312,441.89",0.04,"6,312,441.89","40,571.00",155.59,United States,NASDAQ,USD
HUBS,HUBSPOT INC,Information Technology,Equity,"6,270,970.86",0.04,"6,270,970.86","13,506.00",464.31,United States,New York Stock Exchange Inc.,USD
HUBB,HUBBELL INC,Industrials,Equity,"6,263,191.32",0.04,"6,263,191.32","14,327.00",437.16,United States,New York Stock Exchange Inc.,USD
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"6,241,184.03",0.04,"6,241,184.03","11,261.00",554.23,United States,New York Stock Exchange Inc.,USD
NVR,NVR INC,Consumer Discretionary,Equity,"6,238,565.34",0.04,"6,238,565.34",742,"8,407.77",United States,New York Stock Exchange Inc.,USD
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"6,234,468.24",0.04,"6,234,468.24","24,024.00",259.51,United States,NASDAQ,USD
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,"6,215,376.41",0.04,"6,215,376.41","65,267.00",95.23,United States,New York Stock Exchange Inc.,USD
LH,LABCORP HOLDINGS INC,Health Care,Equity,"6,208,638.34",0.04,"6,208,638.34","22,558.00",275.23,United States,New York Stock Exchange Inc.,USD
VRSN,VERISIGN INC,Information Technology,Equity,"6,194,954.64",0.04,"6,194,954.64","22,358.00",277.08,United States,NASDAQ,USD
TTD,TRADE DESK INC CLASS A,Communication,Equity,"6,165,655.76",0.04,"6,165,655.76","118,753.00",51.92,United States,NASDAQ,USD
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,"6,110,063.60",0.04,"6,110,063.60","116,360.00",52.51,United States,New York Stock Exchange Inc.,USD
ES,EVERSOURCE ENERGY,Utilities,Equity,"6,105,760.50",0.04,"6,105,760.50","96,275.00",63.42,United States,New York Stock Exchange Inc.,USD
KHC,KRAFT HEINZ,Consumer Staples,Equity,"6,097,974.56",0.04,"6,097,974.56","226,186.00",26.96,United States,NASDAQ,USD
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"6,034,778.40",0.04,"6,034,778.40","127,316.00",47.4,United States,NASDAQ,USD
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"6,032,432.40",0.04,"6,032,432.40","33,780.00",178.58,United States,New York Stock Exchange Inc.,USD
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,"5,977,594.98",0.04,"5,977,594.98","101,298.00",59.01,Canada,New York Stock Exchange Inc.,USD
DVN,DEVON ENERGY CORP,Energy,Equity,"5,937,483.66",0.04,"5,937,483.66","166,877.00",35.58,United States,New York Stock Exchange Inc.,USD
CDW,CDW CORP,Information Technology,Equity,"5,891,900.00",0.04,"5,891,900.00","35,440.00",166.25,United States,NASDAQ,USD
JBL,JABIL INC,Information Technology,Equity,"5,890,334.31",0.04,"5,890,334.31","28,323.00",207.97,United States,New York Stock Exchange Inc.,USD
WRB,WR BERKLEY CORP,Financials,Equity,"5,865,976.48",0.04,"5,865,976.48","80,444.00",72.92,United States,New York Stock Exchange Inc.,USD
K,KELLANOVA,Consumer Staples,Equity,"5,849,886.96",0.04,"5,849,886.96","73,602.00",79.48,United States,New York Stock Exchange Inc.,USD
ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,Equity,"5,820,550.95",0.03,"5,820,550.95","70,305.00",82.79,United States,NASDAQ,USD
CPAY,CORPAY INC,Financials,Equity,"5,819,068.72",0.03,"5,819,068.72","18,188.00",319.94,United States,New York Stock Exchange Inc.,USD
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"5,797,454.52",0.03,"5,797,454.52","54,786.00",105.82,United States,New York Stock Exchange Inc.,USD
PINS,PINTEREST INC CLASS A,Communication,Equity,"5,774,498.56",0.03,"5,774,498.56","155,563.00",37.12,United States,New York Stock Exchange Inc.,USD
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"5,746,407.47",0.03,"5,746,407.47","27,883.00",206.09,United States,NASDAQ,USD
NTRA,NATERA INC,Health Care,Equity,"5,728,997.76",0.03,"5,728,997.76","34,396.00",166.56,United States,NASDAQ,USD
CMS,CMS ENERGY CORP,Utilities,Equity,"5,662,605.62",0.03,"5,662,605.62","79,153.00",71.54,United States,New York Stock Exchange Inc.,USD
GPN,GLOBAL PAYMENTS INC,Financials,Equity,"5,645,270.40",0.03,"5,645,270.40","64,680.00",87.28,United States,New York Stock Exchange Inc.,USD
EXE,EXPAND ENERGY CORP,Energy,Equity,"5,626,771.92",0.03,"5,626,771.92","58,212.00",96.66,United States,NASDAQ,USD
FWONK,LIBERTY MEDIA FORMULA ONE SERIES C,Communication,Equity,"5,611,620.34",0.03,"5,611,620.34","56,302.00",99.67,United States,NASDAQ,USD
RBA,RB GLOBAL INC,Industrials,Equity,"5,576,401.80",0.03,"5,576,401.80","48,060.00",116.03,Canada,New York Stock Exchange Inc.,USD
FLEX,FLEX LTD,Information Technology,Equity,"5,570,956.26",0.03,"5,570,956.26","100,978.00",55.17,United States,NASDAQ,USD
EIX,EDISON INTERNATIONAL,Utilities,Equity,"5,552,175.86",0.03,"5,552,175.86","101,558.00",54.67,United States,New York Stock Exchange Inc.,USD
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"5,536,095.40",0.03,"5,536,095.40","136,022.00",40.7,United States,NASDAQ,USD
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,"5,520,013.92",0.03,"5,520,013.92","52,692.00",104.76,United States,New York Stock Exchange Inc.,USD
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"5,517,651.07",0.03,"5,517,651.07","28,271.00",195.17,United States,NASDAQ,USD
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"5,494,075.02",0.03,"5,494,075.02","114,317.00",48.06,United States,NASDAQ,USD
BIIB,BIOGEN INC,Health Care,Equity,"5,453,321.86",0.03,"5,453,321.86","38,969.00",139.94,United States,NASDAQ,USD
FSLR,FIRST SOLAR INC,Information Technology,Equity,"5,428,284.30",0.03,"5,428,284.30","26,890.00",201.87,United States,NASDAQ,USD
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,"5,322,777.30",0.03,"5,322,777.30","85,713.00",62.1,Canada,New York Stock Exchange Inc.,USD
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"5,321,766.08",0.03,"5,321,766.08","60,848.00",87.46,United States,New York Stock Exchange Inc.,USD
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,"5,304,528.25",0.03,"5,304,528.25","52,913.00",100.25,United States,NASDAQ,USD
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"5,276,971.96",0.03,"5,276,971.96","36,413.00",144.92,United States,New York Stock Exchange Inc.,USD
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"5,260,292.66",0.03,"5,260,292.66","29,206.00",180.11,United States,New York Stock Exchange Inc.,USD
HAL,HALLIBURTON,Energy,Equity,"5,253,193.89",0.03,"5,253,193.89","233,787.00",22.47,United States,New York Stock Exchange Inc.,USD
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,"5,250,407.32",0.03,"5,250,407.32","2,612.00","2,010.11",United States,NASDAQ,USD
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"5,194,468.75",0.03,"5,194,468.75","36,775.00",141.25,United States,New York Stock Exchange Inc.,USD
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"5,158,802.88",0.03,"5,158,802.88","23,804.00",216.72,United States,New York Stock Exchange Inc.,USD
TRMB,TRIMBLE INC,Information Technology,Equity,"5,118,976.20",0.03,"5,118,976.20","64,220.00",79.71,United States,NASDAQ,USD
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,"5,094,924.45",0.03,"5,094,924.45","16,907.00",301.35,United States,New York Stock Exchange Inc.,USD
AMCR,AMCOR PLC,Materials,Equity,"5,061,269.00",0.03,"5,061,269.00","606,140.00",8.35,United States,New York Stock Exchange Inc.,USD
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,"5,049,636.20",0.03,"5,049,636.20","34,615.00",145.88,United States,New York Stock Exchange Inc.,USD
HEIA,HEICO CORP CLASS A,Industrials,Equity,"5,036,229.66",0.03,"5,036,229.66","19,866.00",253.51,United States,New York Stock Exchange Inc.,USD
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,"5,029,506.90",0.03,"5,029,506.90","40,590.00",123.91,United States,New York Stock Exchange Inc.,USD
APTV,APTIV PLC,Consumer Discretionary,Equity,"5,021,769.45",0.03,"5,021,769.45","62,421.00",80.45,United States,New York Stock Exchange Inc.,USD
TOST,TOAST INC CLASS A,Financials,Equity,"5,022,285.37",0.03,"5,022,285.37","122,167.00",41.11,United States,New York Stock Exchange Inc.,USD
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,Equity,"5,021,053.24",0.03,"5,021,053.24","56,588.00",88.73,United States,NASDAQ,USD
TER,TERADYNE INC,Information Technology,Equity,"4,980,115.07",0.03,"4,980,115.07","41,713.00",119.39,United States,NASDAQ,USD
STLD,STEEL DYNAMICS INC,Materials,Equity,"4,975,428.06",0.03,"4,975,428.06","38,021.00",130.86,United States,NASDAQ,USD
WY,WEYERHAEUSER REIT,Real Estate,Equity,"4,972,387.70",0.03,"4,972,387.70","194,614.00",25.55,United States,New York Stock Exchange Inc.,USD
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,Equity,"4,953,846.00",0.03,"4,953,846.00","36,969.00",134,United States,NASDAQ,USD
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"4,946,454.60",0.03,"4,946,454.60","60,842.00",81.3,United States,NASDAQ,USD
NI,NISOURCE INC,Utilities,Equity,"4,946,726.68",0.03,"4,946,726.68","124,196.00",39.83,United States,New York Stock Exchange Inc.,USD
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,"4,938,458.34",0.03,"4,938,458.34","9,913.00",498.18,United States,NASDAQ,USD
INVH,INVITATION HOMES INC,Real Estate,Equity,"4,922,496.85",0.03,"4,922,496.85","162,191.00",30.35,United States,New York Stock Exchange Inc.,USD
FFIV,F5 INC,Information Technology,Equity,"4,910,147.00",0.03,"4,910,147.00","15,620.00",314.35,United States,NASDAQ,USD
KEY,KEYCORP,Financials,Equity,"4,824,594.74",0.03,"4,824,594.74","251,543.00",19.18,United States,New York Stock Exchange Inc.,USD
PNR,PENTAIR,Industrials,Equity,"4,823,709.68",0.03,"4,823,709.68","43,828.00",110.06,United States,New York Stock Exchange Inc.,USD
CW,CURTISS WRIGHT CORP,Industrials,Equity,"4,810,418.91",0.03,"4,810,418.91","9,999.00",481.09,United States,New York Stock Exchange Inc.,USD
IT,GARTNER INC,Information Technology,Equity,"4,769,636.04",0.03,"4,769,636.04","20,148.00",236.73,United States,New York Stock Exchange Inc.,USD
J,JACOBS SOLUTIONS INC,Industrials,Equity,"4,769,724.42",0.03,"4,769,724.42","33,183.00",143.74,United States,New York Stock Exchange Inc.,USD
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"4,766,877.78",0.03,"4,766,877.78","19,257.00",247.54,United States,New York Stock Exchange Inc.,USD
USFD,US FOODS HOLDING CORP,Consumer Staples,Equity,"4,744,740.00",0.03,"4,744,740.00","60,830.00",78,United States,New York Stock Exchange Inc.,USD
CTRA,COTERRA ENERGY INC,Energy,Equity,"4,735,830.69",0.03,"4,735,830.69","194,171.00",24.39,United States,New York Stock Exchange Inc.,USD
WAT,WATERS CORP,Health Care,Equity,"4,728,508.82",0.03,"4,728,508.82","15,778.00",299.69,United States,New York Stock Exchange Inc.,USD
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"4,726,130.83",0.03,"4,726,130.83","67,391.00",70.13,United States,New York Stock Exchange Inc.,USD
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"4,700,220.39",0.03,"4,700,220.39","21,661.00",216.99,United States,New York Stock Exchange Inc.,USD
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"4,687,439.50",0.03,"4,687,439.50","8,350.00",561.37,United States,New York Stock Exchange Inc.,USD
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"4,676,138.61",0.03,"4,676,138.61","84,851.00",55.11,United States,New York Stock Exchange Inc.,USD
THC,TENET HEALTHCARE CORP,Health Care,Equity,"4,670,535.20",0.03,"4,670,535.20","24,260.00",192.52,United States,New York Stock Exchange Inc.,USD
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,"4,654,868.23",0.03,"4,654,868.23","5,011.00",928.93,United States,New York Stock Exchange Inc.,USD
SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Discretionary,Equity,"4,652,858.40",0.03,"4,652,858.40","53,555.00",86.88,United States,New York Stock Exchange Inc.,USD
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"4,602,606.75",0.03,"4,602,606.75","67,025.00",68.67,United States,NASDAQ,USD
TRU,TRANSUNION,Industrials,Equity,"4,590,583.36",0.03,"4,590,583.36","51,568.00",89.02,United States,New York Stock Exchange Inc.,USD
TLN,TALEN ENERGY CORP,Utilities,Equity,"4,571,367.04",0.03,"4,571,367.04","12,016.00",380.44,United States,NASDAQ,USD
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"4,527,973.47",0.03,"4,527,973.47","11,901.00",380.47,United States,NASDAQ,USD
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"4,522,421.00",0.03,"4,522,421.00","17,098.00",264.5,United States,New York Stock Exchange Inc.,USD
SNA,SNAP ON INC,Industrials,Equity,"4,520,916.27",0.03,"4,520,916.27","13,751.00",328.77,United States,New York Stock Exchange Inc.,USD
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"4,515,007.21",0.03,"4,515,007.21","83,503.00",54.07,United States,New York Stock Exchange Inc.,USD
CG,CARLYLE GROUP INC,Financials,Equity,"4,498,480.26",0.03,"4,498,480.26","69,282.00",64.93,United States,NASDAQ,USD
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"4,492,895.04",0.03,"4,492,895.04","36,936.00",121.64,United States,New York Stock Exchange Inc.,USD
DOW,DOW INC,Materials,Equity,"4,478,940.75",0.03,"4,478,940.75","187,325.00",23.91,United States,New York Stock Exchange Inc.,USD
ACM,AECOM,Industrials,Equity,"4,458,150.06",0.03,"4,458,150.06","35,399.00",125.94,United States,New York Stock Exchange Inc.,USD
RKLB,ROCKET LAB CORP,Industrials,Equity,"4,458,277.95",0.03,"4,458,277.95","103,705.00",42.99,United States,NASDAQ,USD
CSL,CARLISLE COMPANIES INC,Industrials,Equity,"4,452,387.23",0.03,"4,452,387.23","11,359.00",391.97,United States,New York Stock Exchange Inc.,USD
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"4,448,831.70",0.03,"4,448,831.70","67,890.00",65.53,United States,New York Stock Exchange Inc.,USD
CIEN,CIENA CORP,Information Technology,Equity,"4,442,960.00",0.03,"4,442,960.00","38,000.00",116.92,United States,New York Stock Exchange Inc.,USD
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"4,441,968.00",0.03,"4,441,968.00","30,847.00",144,United States,New York Stock Exchange Inc.,USD
L,LOEWS CORP,Financials,Equity,"4,414,500.39",0.03,"4,414,500.39","45,263.00",97.53,United States,New York Stock Exchange Inc.,USD
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,"4,389,901.14",0.03,"4,389,901.14","34,054.00",128.91,United States,New York Stock Exchange Inc.,USD
PFGC,PERFORMANCE FOOD GROUP,Consumer Staples,Equity,"4,363,875.50",0.03,"4,363,875.50","41,462.00",105.25,United States,New York Stock Exchange Inc.,USD
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"4,364,290.74",0.03,"4,364,290.74","30,462.00",143.27,United States,New York Stock Exchange Inc.,USD
FTI,TECHNIPFMC PLC,Energy,Equity,"4,362,927.40",0.03,"4,362,927.40","110,036.00",39.65,United States,New York Stock Exchange Inc.,USD
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"4,343,812.24",0.03,"4,343,812.24","67,117.00",64.72,United States,NASDAQ,USD
RPM,RPM INTERNATIONAL INC,Materials,Equity,"4,300,406.03",0.03,"4,300,406.03","34,373.00",125.11,United States,New York Stock Exchange Inc.,USD
GEN,GEN DIGITAL INC,Information Technology,Equity,"4,291,270.07",0.03,"4,291,270.07","145,319.00",29.53,United States,NASDAQ,USD
FTV,FORTIVE CORP,Industrials,Equity,"4,250,559.30",0.03,"4,250,559.30","89,335.00",47.58,United States,New York Stock Exchange Inc.,USD
EVRG,EVERGY INC,Utilities,Equity,"4,236,390.72",0.03,"4,236,390.72","59,184.00",71.58,United States,NASDAQ,USD
FTAI,FTAI AVIATION LTD,Industrials,Equity,"4,221,160.35",0.03,"4,221,160.35","27,137.00",155.55,United States,NASDAQ,USD
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"4,219,697.76",0.03,"4,219,697.76","14,306.00",294.96,United States,New York Stock Exchange Inc.,USD
LUV,SOUTHWEST AIRLINES,Industrials,Equity,"4,214,457.12",0.03,"4,214,457.12","135,426.00",31.12,United States,New York Stock Exchange Inc.,USD
ROL,ROLLINS INC,Industrials,Equity,"4,213,098.56",0.03,"4,213,098.56","74,096.00",56.86,United States,New York Stock Exchange Inc.,USD
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,"4,193,893.18",0.03,"4,193,893.18","74,651.00",56.18,United States,New York Stock Exchange Inc.,USD
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"4,179,465.00",0.03,"4,179,465.00","13,428.00",311.25,United States,NASDAQ,USD
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"4,169,100.84",0.02,"4,169,100.84","69,002.00",60.42,United States,New York Stock Exchange Inc.,USD
MAS,MASCO CORP,Industrials,Equity,"4,166,849.52",0.02,"4,166,849.52","56,324.00",73.98,United States,New York Stock Exchange Inc.,USD
ILMN,ILLUMINA INC,Health Care,Equity,"4,105,099.68",0.02,"4,105,099.68","42,026.00",97.68,United States,NASDAQ,USD
BWXT,BWX TECHNOLOGIES INC,Industrials,Equity,"4,094,913.79",0.02,"4,094,913.79","25,001.00",163.79,United States,New York Stock Exchange Inc.,USD
CLX,CLOROX,Consumer Staples,Equity,"4,086,493.07",0.02,"4,086,493.07","32,789.00",124.63,United States,New York Stock Exchange Inc.,USD
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"4,077,677.96",0.02,"4,077,677.96","178,924.00",22.79,United States,New York Stock Exchange Inc.,USD
DOCU,DOCUSIGN INC,Information Technology,Equity,"4,065,802.96",0.02,"4,065,802.96","53,329.00",76.24,United States,NASDAQ,USD
NVT,NVENT ELECTRIC PLC,Industrials,Equity,"4,034,256.12",0.02,"4,034,256.12","43,884.00",91.93,United States,New York Stock Exchange Inc.,USD
EWBC,EAST WEST BANCORP INC,Financials,Equity,"4,019,241.67",0.02,"4,019,241.67","37,013.00",108.59,United States,NASDAQ,USD
OMC,OMNICOM GROUP INC,Communication,Equity,"4,016,614.14",0.02,"4,016,614.14","51,141.00",78.54,United States,New York Stock Exchange Inc.,USD
HOLX,HOLOGIC INC,Health Care,Equity,"3,973,972.62",0.02,"3,973,972.62","59,858.00",66.39,United States,NASDAQ,USD
TWLO,TWILIO INC CLASS A,Information Technology,Equity,"3,971,565.71",0.02,"3,971,565.71","37,457.00",106.03,United States,New York Stock Exchange Inc.,USD
BBY,BEST BUY INC,Consumer Discretionary,Equity,"3,945,191.15",0.02,"3,945,191.15","51,203.00",77.05,United States,New York Stock Exchange Inc.,USD
TOL,TOLL BROTHERS INC,Consumer Discretionary,Equity,"3,943,228.38",0.02,"3,943,228.38","27,118.00",145.41,United States,New York Stock Exchange Inc.,USD
XPO,XPO INC,Industrials,Equity,"3,922,937.55",0.02,"3,922,937.55","29,985.00",130.83,United States,New York Stock Exchange Inc.,USD
ALLE,ALLEGION PLC,Industrials,Equity,"3,914,102.25",0.02,"3,914,102.25","22,923.00",170.75,United States,New York Stock Exchange Inc.,USD
DT,DYNATRACE INC,Information Technology,Equity,"3,908,039.94",0.02,"3,908,039.94","78,522.00",49.77,United States,New York Stock Exchange Inc.,USD
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"3,901,676.80",0.02,"3,901,676.80","30,520.00",127.84,United States,NASDAQ,USD
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"3,895,554.60",0.02,"3,895,554.60","8,421.00",462.6,United States,NASDAQ,USD
JLL,JONES LANG LASALLE INC,Real Estate,Equity,"3,885,690.72",0.02,"3,885,690.72","12,629.00",307.68,United States,New York Stock Exchange Inc.,USD
COHR,COHERENT CORP,Information Technology,Equity,"3,885,901.18",0.02,"3,885,901.18","40,639.00",95.62,United States,New York Stock Exchange Inc.,USD
OKTA,OKTA INC CLASS A,Information Technology,Equity,"3,882,421.62",0.02,"3,882,421.62","43,263.00",89.74,United States,NASDAQ,USD
TXT,TEXTRON INC,Industrials,Equity,"3,877,082.43",0.02,"3,877,082.43","47,671.00",81.33,United States,New York Stock Exchange Inc.,USD
WPC,W. P. CAREY REIT INC,Real Estate,Equity,"3,872,238.90",0.02,"3,872,238.90","57,881.00",66.9,United States,New York Stock Exchange Inc.,USD
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,"3,862,847.34",0.02,"3,862,847.34","31,306.00",123.39,United States,NASDAQ,USD
CNC,CENTENE CORP,Health Care,Equity,"3,845,259.75",0.02,"3,845,259.75","134,215.00",28.65,United States,New York Stock Exchange Inc.,USD
EG,EVEREST GROUP LTD,Financials,Equity,"3,841,362.76",0.02,"3,841,362.76","11,126.00",345.26,United States,New York Stock Exchange Inc.,USD
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,"3,829,002.30",0.02,"3,829,002.30","103,767.00",36.9,United States,NASDAQ,USD
GGG,GRACO INC,Industrials,Equity,"3,787,972.80",0.02,"3,787,972.80","43,944.00",86.2,United States,New York Stock Exchange Inc.,USD
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"3,779,780.40",0.02,"3,779,780.40","10,230.00",369.48,United States,New York Stock Exchange Inc.,USD
BALL,BALL CORP,Materials,Equity,"3,772,222.72",0.02,"3,772,222.72","74,816.00",50.42,United States,New York Stock Exchange Inc.,USD
ITT,ITT INC,Industrials,Equity,"3,758,249.70",0.02,"3,758,249.70","21,863.00",171.9,United States,New York Stock Exchange Inc.,USD
WWD,WOODWARD INC,Industrials,Equity,"3,749,809.29",0.02,"3,749,809.29","15,331.00",244.59,United States,NASDAQ,USD
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"3,744,039.30",0.02,"3,744,039.30","68,951.00",54.3,United States,New York Stock Exchange Inc.,USD
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"3,735,852.30",0.02,"3,735,852.30","45,070.00",82.89,United States,New York Stock Exchange Inc.,USD
WSO,WATSCO INC,Industrials,Equity,"3,699,893.08",0.02,"3,699,893.08","9,172.00",403.39,United States,New York Stock Exchange Inc.,USD
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"3,693,902.58",0.02,"3,693,902.58","43,881.00",84.18,United States,New York Stock Exchange Inc.,USD
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,Equity,"3,668,013.09",0.02,"3,668,013.09","26,187.00",140.07,United States,NASDAQ,USD
