Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency
AROW,ARROW FINANCIAL CORP,Financials,Equity,"147,401.28",0,"147,401.28","4,953.00",29.76,United States,NASDAQ,USD
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,Equity,"147,533.94",0,"147,533.94","2,538.00",58.13,United States,NASDAQ,USD
SLDP,SOLID POWER INC CLASS A,Consumer Discretionary,Equity,"147,540.06",0,"147,540.06","37,542.00",3.93,United States,NASDAQ,USD
PDFS,PDF SOLUTIONS INC,Information Technology,Equity,"147,556.86",0,"147,556.86","7,494.00",19.69,United States,NASDAQ,USD
NVTS,NAVITAS SEMICONDUCTOR CORP,Information Technology,Equity,"147,613.30",0,"147,613.30","26,645.00",5.54,United States,NASDAQ,USD
BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,Equity,"144,424.80",0,"144,424.80","3,120.00",46.29,United States,NASDAQ,USD
SANA,SANA BIOTECHNOLOGY INC,Health Care,Equity,"144,431.66",0,"144,431.66","48,467.00",2.98,United States,NASDAQ,USD
SPFI,SOUTH PLAINS FINANCIAL INC,Financials,Equity,"144,501.84",0,"144,501.84","3,521.00",41.04,United States,NASDAQ,USD
INGM,INGRAM MICRO HOLDING CORP,Information Technology,Equity,"144,795.00",0,"144,795.00","7,350.00",19.7,United States,New York Stock Exchange Inc.,USD
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,Equity,"144,955.50",0,"144,955.50","11,785.00",12.3,United States,New York Stock Exchange Inc.,USD
AVBP,ARRIVENT BIOPHARMA INC,Health Care,Equity,"145,404.48",0,"145,404.48","7,449.00",19.52,United States,NASDAQ,USD
NFBK,NORTHFIELD BANCORP INC,Financials,Equity,"145,856.50",0,"145,856.50","12,175.00",11.98,United States,NASDAQ,USD
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,Equity,"145,946.08",0,"145,946.08","8,708.00",16.76,United States,NASDAQ,USD
RGR,STURM RUGER INC,Consumer Discretionary,Equity,"143,352.72",0,"143,352.72","4,104.00",34.93,United States,New York Stock Exchange Inc.,USD
MNRO,MONRO INC,Consumer Discretionary,Equity,"143,524.03",0,"143,524.03","8,359.00",17.17,United States,NASDAQ,USD
ACNB,ACNB CORP,Financials,Equity,"144,098.50",0,"144,098.50","3,167.00",45.5,United States,NASDAQ,USD
TROX,TRONOX HOLDINGS PLC,Materials,Equity,"141,183.68",0,"141,183.68","33,776.00",4.18,United States,New York Stock Exchange Inc.,USD
WNC,WABASH NATIONAL CORP,Industrials,Equity,"141,194.46",0,"141,194.46","12,462.00",11.33,United States,New York Stock Exchange Inc.,USD
TRC,TEJON RANCH,Real Estate,Equity,"142,024.96",0,"142,024.96","8,384.00",16.94,United States,New York Stock Exchange Inc.,USD
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,Equity,"142,265.55",0,"142,265.55","5,495.00",25.89,United States,NASDAQ,USD
JELD,JELD WEN HOLDING INC,Industrials,Equity,"139,613.52",0,"139,613.52","21,612.00",6.46,United States,New York Stock Exchange Inc.,USD
NABL,N ABLE INC,Information Technology,Equity,"139,748.00",0,"139,748.00","17,825.00",7.84,United States,New York Stock Exchange Inc.,USD
KELYA,KELLY SERVICES INC CLASS A,Industrials,Equity,"139,837.32",0,"139,837.32","10,017.00",13.96,United States,NASDAQ,USD
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,Equity,"139,962.90",0,"139,962.90","4,818.00",29.05,United States,NASDAQ,USD
PLSE,PULSE BIOSCIENCES INC,Health Care,Equity,"140,368.01",0,"140,368.01","9,253.00",15.17,United States,NASDAQ,USD
BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials,Equity,"140,443.10",0,"140,443.10","4,382.00",32.05,United States,New York Stock Exchange Inc.,USD
HZO,MARINEMAX INC,Consumer Discretionary,Equity,"140,524.02",0,"140,524.02","5,382.00",26.11,United States,New York Stock Exchange Inc.,USD
TRTX,TPG RE FINANCE TRUST INC,Financials,Equity,"140,776.53",0,"140,776.53","14,803.00",9.51,United States,New York Stock Exchange Inc.,USD
AIOT,POWERFLEET INC,Information Technology,Equity,"140,903.34",0,"140,903.34","31,522.00",4.47,United States,NASDAQ,USD
SPOK,SPOK HOLDINGS INC,Communication,Equity,"137,835.21",0,"137,835.21","7,611.00",18.11,United States,NASDAQ,USD
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,Equity,"138,003.00",0,"138,003.00","3,516.00",39.25,United States,New York Stock Exchange Inc.,USD
OPK,OPKO HEALTH INC,Health Care,Equity,"138,012.42",0,"138,012.42","100,009.00",1.38,United States,NASDAQ,USD
IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials,Equity,"138,254.73",0,"138,254.73","9,489.00",14.57,United States,NASDAQ,USD
RCUS,ARCUS BIOSCIENCES INC,Health Care,Equity,"138,558.16",0,"138,558.16","11,986.00",11.56,United States,New York Stock Exchange Inc.,USD
TALK,TALKSPACE INC,Health Care,Equity,"138,569.44",0,"138,569.44","52,688.00",2.63,United States,NASDAQ,USD
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,Equity,"138,637.40",0,"138,637.40","63,017.00",2.2,United States,NASDAQ,USD
BWMN,BOWMAN CONSULTING GROUP LTD,Industrials,Equity,"138,860.93",0,"138,860.93","3,307.00",41.99,United States,NASDAQ,USD
NBN,NORTHEAST BANK,Financials,Equity,"139,179.60",0,"139,179.60","1,260.00",110.46,United States,NASDAQ,USD
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,Equity,"139,225.60",0,"139,225.60","10,877.00",12.8,United States,NASDAQ,USD
INDI,INDIE SEMICONDUCTOR INC CLASS A,Information Technology,Equity,"139,288.32",0,"139,288.32","32,544.00",4.28,United States,NASDAQ,USD
ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,Equity,"137,553.02",0,"137,553.02","11,797.00",11.66,United States,NASDAQ,USD
MVBF,MVB FINANCIAL CORP,Financials,Equity,"134,573.42",0,"134,573.42","5,554.00",24.23,United States,NASDAQ,USD
KURA,KURA ONCOLOGY INC,Health Care,Equity,"134,608.41",0,"134,608.41","16,557.00",8.13,United States,NASDAQ,USD
OBT,ORANGE COUNTY BANCORP INC,Financials,Equity,"134,696.10",0,"134,696.10","4,998.00",26.95,United States,NASDAQ,USD
DGICA,DONEGAL GROUP INC CLASS A,Financials,Equity,"134,771.34",0,"134,771.34","6,922.00",19.47,United States,NASDAQ,USD
AKBA,AKEBIA THERAPEUTICS INC,Health Care,Equity,"134,782.60",0,"134,782.60","44,630.00",3.02,United States,NASDAQ,USD
HBT,HBT FINANCIAL INC,Financials,Equity,"135,236.74",0,"135,236.74","5,086.00",26.59,United States,NASDAQ,USD
NFE,NEW FORTRESS ENERGY INC CLASS A,Energy,Equity,"135,322.40",0,"135,322.40","57,584.00",2.35,United States,NASDAQ,USD
FSBW,FS BANCORP INC,Financials,Equity,"135,818.43",0,"135,818.43","3,201.00",42.43,United States,NASDAQ,USD
UHAL,U HAUL HOLDING,Industrials,Equity,"133,613.11",0,"133,613.11","2,293.00",58.27,United States,New York Stock Exchange Inc.,USD
FIP,FTAI INFRASTRUCTURE INC,Industrials,Equity,"133,709.58",0,"133,709.58","32,297.00",4.14,United States,NASDAQ,USD
DAWN,DAY ONE BIOPHARMACEUTICALS INC,Health Care,Equity,"134,046.90",0,"134,046.90","18,090.00",7.41,United States,NASDAQ,USD
BWB,BRIDGEWATER BANCSHARES INC,Financials,Equity,"134,285.04",0,"134,285.04","8,109.00",16.56,United States,NASDAQ,USD
RRBI,RED RIVER BANCSHARES INC,Financials,Equity,"134,336.50",0,"134,336.50","2,050.00",65.53,United States,NASDAQ,USD
SFST,SOUTHERN FIRST BANCSHARES INC,Financials,Equity,"131,242.90",0,"131,242.90","2,894.00",45.35,United States,NASDAQ,USD
MGTX,MEIRAGTX HOLDINGS PLC,Health Care,Equity,"131,371.24",0,"131,371.24","17,017.00",7.72,United States,NASDAQ,USD
REAX,REAL BROKERAGE INC,Real Estate,Equity,"131,554.50",0,"131,554.50","25,058.00",5.25,Canada,NASDAQ,USD
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Equity,"131,736.15",0,"131,736.15","3,217.00",40.95,United States,New York Stock Exchange Inc.,USD
MVST,MICROVAST HOLDINGS INC,Industrials,Equity,"131,929.38",0,"131,929.38","52,146.00",2.53,United States,NASDAQ,USD
OIS,OIL STATES INTERNATIONAL INC,Energy,Equity,"132,031.50",0,"132,031.50","22,962.00",5.75,United States,New York Stock Exchange Inc.,USD
CCNE,CNB FINANCIAL CORP,Financials,Equity,"132,207.75",0,"132,207.75","5,025.00",26.31,United States,NASDAQ,USD
BAND,BANDWIDTH INC CLASS A,Communication,Equity,"132,336.40",0,"132,336.40","8,456.00",15.65,United States,NASDAQ,USD
IMNM,IMMUNOME INC,Health Care,Equity,"132,554.80",0,"132,554.80","13,526.00",9.8,United States,NASDAQ,USD
OFIX,ORTHOFIX MEDICAL INC,Health Care,Equity,"132,623.40",0,"132,623.40","9,022.00",14.7,United States,NASDAQ,USD
EYPT,EYEPOINT PHARMACEUTICALS INC,Health Care,Equity,"132,652.08",0,"132,652.08","11,166.00",11.88,United States,NASDAQ,USD
AVO,MISSION PRODUCE INC,Consumer Staples,Equity,"129,355.50",0,"129,355.50","10,390.00",12.45,United States,NASDAQ,USD
XRX,XEROX HOLDINGS CORP,Information Technology,Equity,"129,370.84",0,"129,370.84","33,343.00",3.88,United States,NASDAQ,USD
REPL,REPLIMUNE GROUP INC,Health Care,Equity,"130,016.18",0,"130,016.18","22,378.00",5.81,United States,NASDAQ,USD
TSBK,TIMBERLAND BANCORP INC,Financials,Equity,"130,385.28",0,"130,385.28","3,776.00",34.53,United States,NASDAQ,USD
GTN,GRAY MEDIA INC,Communication,Equity,"130,393.51",0,"130,393.51","21,341.00",6.11,United States,New York Stock Exchange Inc.,USD
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,Equity,"127,908.85",0,"127,908.85","5,189.00",24.65,United States,NASDAQ,USD
CLBK,COLUMBIA FINANCIAL INC,Financials,Equity,"128,250.00",0,"128,250.00","8,550.00",15,United States,NASDAQ,USD
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Equity,"128,737.00",0,"128,737.00","9,716.00",13.25,United States,NASDAQ,USD
FSBC,FIVE STAR BANCORP,Financials,Equity,"128,885.55",0,"128,885.55","3,895.00",33.09,United States,NASDAQ,USD
MBCN,MIDDLEFIELD BANC CORP,Financials,Equity,"128,976.60",0,"128,976.60","4,174.00",30.9,United States,NASDAQ,USD
TBCH,TURTLE BEACH CORP,Information Technology,Equity,"129,070.08",0,"129,070.08","8,403.00",15.36,United States,NASDAQ,USD
ALX,ALEXANDERS REIT INC,Real Estate,Equity,"126,324.90",0,"126,324.90",549,230.1,United States,New York Stock Exchange Inc.,USD
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials,Equity,"126,419.70",0,"126,419.70","3,963.00",31.9,United States,NASDAQ,USD
ALRS,ALERUS FINANCIAL CORP,Financials,Equity,"126,494.40",0,"126,494.40","5,548.00",22.8,United States,NASDAQ,USD
MLR,MILLER INDUSTRIES INC,Industrials,Equity,"126,558.87",0,"126,558.87","3,027.00",41.81,United States,New York Stock Exchange Inc.,USD
CIVB,CIVISTA BANCSHARES INC,Financials,Equity,"126,758.58",0,"126,758.58","5,982.00",21.19,United States,NASDAQ,USD
GEFB,GREIF INC CLASS B,Materials,Equity,"127,249.11",0,"127,249.11","1,983.00",64.17,United States,New York Stock Exchange Inc.,USD
FISI,FINANCIAL INSTITUTIONS INC,Financials,Equity,"127,446.16",0,"127,446.16","4,591.00",27.76,United States,NASDAQ,USD
PBPB,POTBELLY CORP,Consumer Discretionary,Equity,"127,449.33",0,"127,449.33","10,091.00",12.63,United States,NASDAQ,USD
FRPH,FRP HOLDINGS INC,Real Estate,Equity,"127,500.00",0,"127,500.00","5,000.00",25.5,United States,NASDAQ,USD
SRDX,SURMODICS INC,Health Care,Equity,"127,516.41",0,"127,516.41","3,819.00",33.39,United States,NASDAQ,USD
EVCM,EVERCOMMERCE INC,Information Technology,Equity,"127,542.44",0,"127,542.44","11,267.00",11.32,United States,NASDAQ,USD
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,Equity,"124,389.00",0,"124,389.00",459,271,United States,NASDAQ,USD
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,Equity,"124,695.20",0,"124,695.20","1,960.00",63.62,United States,NASDAQ,USD
KRUS,KURA SUSHI USA INC,Consumer Discretionary,Equity,"124,801.18",0,"124,801.18","1,502.00",83.09,United States,NASDAQ,USD
CEVA,CEVA INC,Information Technology,Equity,"125,741.77",0,"125,741.77","5,621.00",22.37,United States,NASDAQ,USD
VTLE,VITAL ENERGY INC,Energy,Equity,"125,886.21",0,"125,886.21","7,239.00",17.39,United States,New York Stock Exchange Inc.,USD
PKE,PARK AEROSPACE CORP,Industrials,Equity,"122,982.35",0,"122,982.35","6,323.00",19.45,United States,New York Stock Exchange Inc.,USD
CSTL,CASTLE BIOSCIENCES INC,Health Care,Equity,"123,162.06",0,"123,162.06","5,334.00",23.09,United States,NASDAQ,USD
SSTK,SHUTTERSTOCK INC,Communication,Equity,"123,272.33",0,"123,272.33","5,987.00",20.59,United States,New York Stock Exchange Inc.,USD
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials,Equity,"123,496.04",0,"123,496.04","15,692.00",7.87,United States,NASDAQ,USD
XNCR,XENCOR INC,Health Care,Equity,"124,160.58",0,"124,160.58","14,834.00",8.37,United States,NASDAQ,USD
RDVT,RED VIOLET INC,Information Technology,Equity,"121,885.92",0,"121,885.92","2,448.00",49.79,United States,NASDAQ,USD
AMRK,A MARK PRECIOUS METALS INC,Consumer Discretionary,Equity,"121,927.96",0,"121,927.96","5,108.00",23.87,United States,NASDAQ,USD
WSBF,WATERSTONE FINANCIAL INC,Financials,Equity,"122,007.60",0,"122,007.60","8,216.00",14.85,United States,NASDAQ,USD
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary,Equity,"122,402.89",0,"122,402.89","14,909.00",8.21,United States,NASDAQ,USD
MLNK,MERIDIANLINK INC,Information Technology,Equity,"119,760.00",0,"119,760.00","6,000.00",19.96,United States,New York Stock Exchange Inc.,USD
KOD,KODIAK SCIENCES INC,Health Care,Equity,"119,768.40",0,"119,768.40","14,008.00",8.55,United States,NASDAQ,USD
AMBC,AMBAC FINANCIAL GROUP INC,Financials,Equity,"119,966.26",0,"119,966.26","13,054.00",9.19,United States,New York Stock Exchange Inc.,USD
AIP,ARTERIS INC,Information Technology,Equity,"119,967.64",0,"119,967.64","13,571.00",8.84,United States,NASDAQ,USD
ICHR,ICHOR HOLDINGS LTD,Information Technology,Equity,"120,156.57",0,"120,156.57","7,269.00",16.53,United States,NASDAQ,USD
EBF,ENNIS INC,Industrials,Equity,"120,350.87",0,"120,350.87","6,467.00",18.61,United States,New York Stock Exchange Inc.,USD
LMNR,LIMONEIRA,Consumer Staples,Equity,"117,736.92",0,"117,736.92","7,377.00",15.96,United States,NASDAQ,USD
CZNC,CITIZENS AND NORTHERN CORP,Financials,Equity,"117,802.98",0,"117,802.98","5,769.00",20.42,United States,NASDAQ,USD
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,Equity,"117,930.94",0,"117,930.94","20,726.00",5.69,United States,NASDAQ,USD
FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,Equity,"118,192.44",0,"118,192.44","6,334.00",18.66,United States,NASDAQ,USD
MBI,MBIA INC,Financials,Equity,"118,212.51",0,"118,212.51","14,907.00",7.93,United States,New York Stock Exchange Inc.,USD
PX,P10 INC CLASS A,Financials,Equity,"118,718.20",0,"118,718.20","9,731.00",12.2,United States,New York Stock Exchange Inc.,USD
SVC,SERVICE PROPERTIES TRUST,Real Estate,Equity,"119,054.60",0,"119,054.60","42,980.00",2.77,United States,NASDAQ,USD
TITN,TITAN MACHINERY INC,Industrials,Equity,"116,176.45",0,"116,176.45","5,681.00",20.45,United States,NASDAQ,USD
GRNT,GRANITE RIDGE RESOURCES INC,Energy,Equity,"116,427.02",0,"116,427.02","21,481.00",5.42,United States,New York Stock Exchange Inc.,USD
FFIC,FLUSHING FINANCIAL CORP,Financials,Equity,"116,640.80",0,"116,640.80","8,440.00",13.82,United States,NASDAQ,USD
HDSN,HUDSON TECHNOLOGIES INC,Industrials,Equity,"116,663.96",0,"116,663.96","11,261.00",10.36,United States,NASDAQ,USD
PACS,PACS GROUP INC,Health Care,Equity,"116,881.84",0,"116,881.84","10,408.00",11.23,United States,New York Stock Exchange Inc.,USD
WTBA,WEST BANCORPORATION INC,Financials,Equity,"116,897.82",0,"116,897.82","5,694.00",20.53,United States,NASDAQ,USD
SHBI,SHORE BANCSHARES INC,Financials,Equity,"116,913.40",0,"116,913.40","6,758.00",17.3,United States,NASDAQ,USD
LOCO,EL POLLO LOCO INC,Consumer Discretionary,Equity,"117,209.59",0,"117,209.59","11,281.00",10.39,United States,NASDAQ,USD
SD,SANDRIDGE ENERGY INC,Energy,Equity,"117,214.25",0,"117,214.25","9,925.00",11.81,United States,New York Stock Exchange Inc.,USD
JMSB,JOHN MARSHALL BANCORP INC,Financials,Equity,"117,377.26",0,"117,377.26","5,863.00",20.02,United States,NASDAQ,USD
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,Equity,"117,481.56",0,"117,481.56","5,196.00",22.61,United States,NASDAQ,USD
FLGT,FULGENT GENETICS INC,Health Care,Equity,"114,581.74",0,"114,581.74","5,213.00",21.98,United States,NASDAQ,USD
IBTA,IBOTTA INC CLASS A,Communication,Equity,"114,819.45",0,"114,819.45","4,341.00",26.45,United States,New York Stock Exchange Inc.,USD
EE,EXCELERATE ENERGY INC CLASS A,Energy,Equity,"114,877.86",0,"114,877.86","4,839.00",23.74,United States,New York Stock Exchange Inc.,USD
KODK,EASTMAN KODAK,Information Technology,Equity,"115,215.21",0,"115,215.21","19,899.00",5.79,United States,New York Stock Exchange Inc.,USD
MSBI,MIDLAND STATES BANCORP INC,Financials,Equity,"115,287.25",0,"115,287.25","6,175.00",18.67,United States,NASDAQ,USD
CTO,CTO REALTY GROWTH INC,Real Estate,Equity,"115,397.70",0,"115,397.70","6,655.00",17.34,United States,New York Stock Exchange Inc.,USD
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Equity,"115,693.08",0,"115,693.08","40,737.00",2.84,United States,New York Stock Exchange Inc.,USD
JBIO,JADE BIOSCIENCES INC,Health Care,Equity,"113,144.54",0,"113,144.54","14,543.00",7.78,United States,NASDAQ,USD
MCW,MISTER CAR WASH INC,Consumer Discretionary,Equity,"113,200.44",0,"113,200.44","20,071.00",5.64,United States,NASDAQ,USD
IBRX,IMMUNITYBIO INC,Health Care,Equity,"113,250.15",0,"113,250.15","47,385.00",2.39,United States,NASDAQ,USD
VREX,VAREX IMAGING CORP,Health Care,Equity,"113,603.38",0,"113,603.38","9,743.00",11.66,United States,NASDAQ,USD
CGEM,CULLINAN THERAPEUTICS INC,Health Care,Equity,"113,634.95",0,"113,634.95","16,445.00",6.91,United States,NASDAQ,USD
CNDT,CONDUENT INC,Industrials,Equity,"114,010.56",0,"114,010.56","40,864.00",2.79,United States,NASDAQ,USD
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,Equity,"114,117.84",0,"114,117.84","3,592.00",31.77,United States,New York Stock Exchange Inc.,USD
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,Equity,"114,201.36",0,"114,201.36","4,316.00",26.46,United States,NASDAQ,USD
BMRC,BANK OF MARIN BANCORP,Financials,Equity,"111,074.48",0,"111,074.48","4,468.00",24.86,United States,NASDAQ,USD
BCAX,BICARA THERAPEUTICS INC,Health Care,Equity,"111,120.84",0,"111,120.84","9,214.00",12.06,United States,NASDAQ,USD
ACCO,ACCO BRANDS CORP,Industrials,Equity,"111,143.37",0,"111,143.37","27,579.00",4.03,United States,New York Stock Exchange Inc.,USD
CMPX,COMPASS THERAPEUTICS,Health Care,Equity,"111,405.46",0,"111,405.46","33,058.00",3.37,United States,NASDAQ,USD
SITC,SITE CENTERS CORP,Real Estate,Equity,"111,449.52",0,"111,449.52","11,907.00",9.36,United States,New York Stock Exchange Inc.,USD
CLFD,CLEARFIELD INC,Information Technology,Equity,"111,675.95",0,"111,675.95","3,379.00",33.05,United States,NASDAQ,USD
CVGW,CALAVO GROWERS INC,Consumer Staples,Equity,"111,916.08",0,"111,916.08","4,104.00",27.27,United States,NASDAQ,USD
EHAB,ENHABIT INC,Health Care,Equity,"112,280.10",0,"112,280.10","14,285.00",7.86,United States,New York Stock Exchange Inc.,USD
NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,Equity,"109,346.38",0,"109,346.38","3,718.00",29.41,United States,New York Stock Exchange Inc.,USD
FPI,FARMLAND PARTNERS INC,Real Estate,Equity,"109,392.00",0,"109,392.00","10,176.00",10.75,United States,New York Stock Exchange Inc.,USD
ARVN,ARVINAS INC,Health Care,Equity,"109,743.81",0,"109,743.81","14,421.00",7.61,United States,NASDAQ,USD
RMNI,RIMINI STREET INC,Information Technology,Equity,"109,978.28",0,"109,978.28","25,052.00",4.39,United States,NASDAQ,USD
CTKB,CYTEK BIOSCIENCES INC,Health Care,Equity,"110,142.52",0,"110,142.52","27,674.00",3.98,United States,NASDAQ,USD
MGPI,MGP INGREDIENTS INC,Consumer Staples,Equity,"110,255.67",0,"110,255.67","3,843.00",28.69,United States,NASDAQ,USD
ZIP,ZIPRECRUITER INC CLASS A,Communication,Equity,"110,390.98",0,"110,390.98","21,311.00",5.18,United States,New York Stock Exchange Inc.,USD
MCS,THE MARCUS CORP,Communication,Equity,"110,485.54",0,"110,485.54","7,226.00",15.29,United States,New York Stock Exchange Inc.,USD
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,Equity,"107,951.92",0,"107,951.92","4,582.00",23.56,United States,New York Stock Exchange Inc.,USD
GPRE,GREEN PLAINS INC,Energy,Equity,"108,110.40",0,"108,110.40","9,696.00",11.15,United States,NASDAQ,USD
BYRN,BYRNA TECHNOLOGIES INC,Industrials,Equity,"108,317.86",0,"108,317.86","5,719.00",18.94,United States,NASDAQ,USD
WASH,WASHINGTON TRUST BANCORP INC,Financials,Equity,"108,488.16",0,"108,488.16","3,564.00",30.44,United States,NASDAQ,USD
FRST,PRIMIS FINANCIAL CORP,Financials,Equity,"108,596.25",0,"108,596.25","9,653.00",11.25,United States,NASDAQ,USD
PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,Equity,"108,816.00",0,"108,816.00","9,068.00",12,United States,NASDAQ,USD
ANGO,ANGIODYNAMICS INC,Health Care,Equity,"108,898.77",0,"108,898.77","10,149.00",10.73,United States,NASDAQ,USD
EGY,VAALCO ENERGY INC,Energy,Equity,"109,189.22",0,"109,189.22","27,713.00",3.94,United States,New York Stock Exchange Inc.,USD
AEVA,AEVA TECHNOLOGIES INC,Information Technology,Equity,"106,330.44",0,"106,330.44","8,031.00",13.24,United States,NASDAQ,USD
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,Equity,"106,405.25",0,"106,405.25","7,415.00",14.35,United States,NASDAQ,USD
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,Equity,"106,676.50",0,"106,676.50","14,714.00",7.25,United States,New York Stock Exchange Inc.,USD
GCO,GENESCO INC,Consumer Discretionary,Equity,"106,698.24",0,"106,698.24","3,168.00",33.68,United States,New York Stock Exchange Inc.,USD
GCI,GANNETT CO INC,Communication,Equity,"106,843.56",0,"106,843.56","25,996.00",4.11,United States,New York Stock Exchange Inc.,USD
KROS,KEROS THERAPEUTICS INC,Health Care,Equity,"107,341.65",0,"107,341.65","6,903.00",15.55,United States,NASDAQ,USD
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,Equity,"107,408.49",0,"107,408.49","4,557.00",23.57,United States,New York Stock Exchange Inc.,USD
AEBI,AEBI SCHMIDT HOLDING AG,Industrials,Equity,"104,317.85",0,"104,317.85","9,191.00",11.35,United States,NASDAQ,USD
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,Equity,"104,375.25",0,"104,375.25","15,463.00",6.75,United States,NASDAQ,USD
LAB,STANDARD BIOTOOLS INC,Health Care,Equity,"104,537.73",0,"104,537.73","81,037.00",1.29,United States,NASDAQ,USD
OMI,OWENS & MINOR INC,Health Care,Equity,"104,571.00",0,"104,571.00","19,365.00",5.4,United States,New York Stock Exchange Inc.,USD
JACK,JACK IN THE BOX INC,Consumer Discretionary,Equity,"104,848.58",0,"104,848.58","5,399.00",19.42,United States,NASDAQ,USD
MITK,MITEK SYSTEMS INC,Information Technology,Equity,"105,091.14",0,"105,091.14","10,879.00",9.66,United States,NASDAQ,USD
CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,Equity,"105,134.25",0,"105,134.25","17,095.00",6.15,United States,New York Stock Exchange Inc.,USD
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,Equity,"105,292.70",0,"105,292.70","4,519.00",23.3,United States,New York Stock Exchange Inc.,USD
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,Equity,"105,688.74",0,"105,688.74","2,922.00",36.17,United States,NASDAQ,USD
BFS,SAUL CENTERS REIT INC,Real Estate,Equity,"105,941.40",0,"105,941.40","3,170.00",33.42,United States,New York Stock Exchange Inc.,USD
CLNE,CLEAN ENERGY FUELS CORP,Energy,Equity,"105,949.95",0,"105,949.95","41,549.00",2.55,United States,NASDAQ,USD
SKYT,SKYWATER TECHNOLOGY INC,Information Technology,Equity,"103,084.16",0,"103,084.16","9,536.00",10.81,United States,NASDAQ,USD
BVS,BIOVENTUS CLASS A INC,Health Care,Equity,"103,191.40",0,"103,191.40","14,534.00",7.1,United States,NASDAQ,USD
FNLC,FIRST BANCORP INC,Financials,Equity,"103,577.94",0,"103,577.94","3,761.00",27.54,United States,NASDAQ,USD
PSFE,PAYSAFE LTD,Financials,Equity,"103,659.15",0,"103,659.15","7,707.00",13.45,United States,New York Stock Exchange Inc.,USD
NCMI,NATIONAL CINEMEDIA INC,Communication,Equity,"104,055.70",0,"104,055.70","24,199.00",4.3,United States,NASDAQ,USD
KRNY,KEARNY FINANCIAL CORP,Financials,Equity,"104,158.20",0,"104,158.20","15,546.00",6.7,United States,NASDAQ,USD
FDBC,FIDELITY D AND D BANCORP INC,Financials,Equity,"104,233.78",0,"104,233.78","2,303.00",45.26,United States,NASDAQ,USD
HTLD,HEARTLAND EXPRESS INC,Industrials,Equity,"101,398.44",0,"101,398.44","11,818.00",8.58,United States,NASDAQ,USD
SIGA,SIGA TECHNOLOGIES INC,Health Care,Equity,"102,219.60",0,"102,219.60","12,040.00",8.49,United States,NASDAQ,USD
ACTG,ACACIA RESEARCH CORP,Financials,Equity,"102,507.94",0,"102,507.94","30,691.00",3.34,United States,NASDAQ,USD
VIR,VIR BIOTECHNOLOGY INC,Health Care,Equity,"102,563.56",0,"102,563.56","19,954.00",5.14,United States,NASDAQ,USD
ASPN,ASPEN AEROGELS INC,Materials,Equity,"99,333.05",0,"99,333.05","15,643.00",6.35,United States,New York Stock Exchange Inc.,USD
INBK,FIRST INTERNET BANCORP,Financials,Equity,"99,565.27",0,"99,565.27","3,997.00",24.91,United States,NASDAQ,USD
EU,ENCORE ENERGY CORP,Energy,Equity,"100,288.96",0,"100,288.96","43,228.00",2.32,United States,NASDAQ,USD
DOMO,DOMO INC CLASS B,Information Technology,Equity,"100,318.38",0,"100,318.38","6,843.00",14.66,United States,NASDAQ,USD
