Ticker,Name,Sector,CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap,KPI_GrossProfitMargin_2024Q2,KPI_GrossProfitMargin_2024Q3,KPI_GrossProfitMargin_2024Q4,KPI_GrossProfitMargin_2025Q1,KPI_NetProfitMargin_2024Q2,KPI_NetProfitMargin_2024Q3,KPI_NetProfitMargin_2024Q4,KPI_NetProfitMargin_2025Q1,KPI_CurrentRatio_2024Q2,KPI_CurrentRatio_2024Q3,KPI_CurrentRatio_2024Q4,KPI_CurrentRatio_2025Q1,KPI_Leverage_2024Q2,KPI_Leverage_2024Q3,KPI_Leverage_2024Q4,KPI_Leverage_2025Q1,KPI_DebtToEquityRatio_2024Q2,KPI_DebtToEquityRatio_2024Q3,KPI_DebtToEquityRatio_2024Q4,KPI_DebtToEquityRatio_2025Q1,KPI_TotalAssetTurnover_2024Q3,KPI_TotalAssetTurnover_2024Q4,KPI_TotalAssetTurnover_2025Q1,KPI_ReturnOnEquity_2024Q3,KPI_ReturnOnEquity_2024Q4,KPI_ReturnOnEquity_2025Q1,KPI_ReturnOnAssets_2024Q3,KPI_ReturnOnAssets_2024Q4,KPI_ReturnOnAssets_2025Q1
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,-484000000.0,-368000000.0,-504000000.0,-483000000.0,2839000000.0,2621000000.0,3375000000.0,1867000000.0,1348000000.0,670000000.0,1915000000.0,-579000000.0,7244000000.0,9080000000.0,8747000000.0,7128000000.0,12911000000.0,12742000000.0,12266000000.0,11401000000.0,6147000000.0,5993000000.0,6705000000.0,6240000000.0,2.82,1.75,0.982924,0.54,New York Stock Exchange Inc.,253000000.0,134000000.0,-265000000.0,36000000.0,120000000.0,118000000.0,116000000.0,107000000.0,1,11017000000.0,11132000000.0,10532000000.0,10605000000.0,3744039.3,923000000.0,570000000.0,-598000000.0,175000000.0,999000000.0,807000000.0,285000000.0,114000000.0,435000000.0,435000000.0,465000000.0,435000000.0,8678000000.0,10322000000.0,9497000000.0,7677000000.0,37064000000.0,37263000000.0,35746000000.0,35189000000.0,12553000000.0,12620000000.0,12923000000.0,12664000000.0,13577000000.0,13842000000.0,12588000000.0,12335000000.0,23487000000.0,23421000000.0,23158000000.0,22854000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap,0.16524544825996773,0.12032551831040496,0.07897230704432978,0.07151230949589683,0.10636091265268495,0.055221856229412905,-0.06296725281667895,0.022795362771916114,2.1003741662599644,2.126147171700317,1.8293810589112602,1.8270833333333334,2.7299108786919053,2.692024273948851,2.8396885923101367,2.8527766518038105,0.9245783310009575,0.9117179598323941,1.0266126469653638,1.0266720713417106,0.2777456375206856,0.2601597063375748,0.2164516811165151,0.04157700864364127,-0.04525160802118804,0.014043253219917345,0.015337629663513931,-0.016381542001671027,0.004934094593642067
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,-8018000.0,-4192000.0,-9094000.0,-8970000.0,968492000.0,1099920000.0,966428000.0,1019654000.0,124158000.0,43707000.0,-94662000.0,-118314000.0,68672000.0,85905000.0,102817000.0,71041000.0,3172856000.0,3355424000.0,3295285000.0,3268258000.0,1055251000.0,1220663000.0,1186272000.0,1075623000.0,-0.13,-0.87,1.415,-0.44,NASDAQ,5722000.0,2907000.0,-110195000.0,15883000.0,33258000.0,34376000.0,38971000.0,38646000.0,1,1022688000.0,1023654000.0,1024621000.0,1025566000.0,14996753.64,-16889000.0,-111570000.0,-83763000.0,-57479000.0,48614000.0,-76905000.0,-105159000.0,18077000.0,542539000.0,491919000.0,595508000.0,505071000.0,659825000.0,500919000.0,593166000.0,594189000.0,4009634000.0,4205039000.0,4239983000.0,4213811000.0,1303696000.0,1301828000.0,1296048000.0,1301638000.0,-3067000.0,32354000.0,67088000.0,115435000.0,4012701000.0,4172685000.0,4172895000.0,4098376000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap,0.8959239192210056,0.828505207428746,0.826664036711477,0.8804403985937135,-0.025596180805516615,-0.2227306211183844,-0.14121342086363683,-0.0967352138797588,3.0067310999942194,2.748853696720553,2.777849430821936,3.038479095370776,-1307.3472448646887,129.96967917413613,63.20031898402099,36.503755360159396,-425.07205738506684,40.2370031526241,19.318626281898403,11.27593884003985,0.1219571369426391,0.14047707631785922,0.14057333310937078,-7.619080137945163,-1.684660405060236,-0.6298274737978228,-0.027163588861053873,-0.01983724849976708,-0.01359839144412556
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples,-82360000.0,-127933000.0,-83682000.0,-97866000.0,1699288000.0,1236006000.0,1135824000.0,1151805000.0,242858000.0,270762000.0,168464000.0,198171000.0,1079233000.0,1067616000.0,1048621000.0,952873000.0,3036344000.0,2571133000.0,2547302000.0,2613434000.0,1539613000.0,1040855000.0,1313169000.0,1290191000.0,1.85,1.318,2.046,1.187,NASDAQ,59413000.0,39939000.0,67083000.0,35862000.0,7428000.0,9371000.0,9214000.0,6874000.0,1,1785102000.0,1785782000.0,1436649000.0,1437168000.0,1636217.34,172812000.0,115624000.0,178948000.0,103611000.0,259140000.0,227055000.0,218749000.0,189820000.0,457570000.0,470981000.0,479125000.0,437284000.0,1795943000.0,1765652000.0,1746495000.0,1579977000.0,5656072000.0,5272724000.0,5313139000.0,5403738000.0,1907571000.0,1899639000.0,1906998000.0,1902049000.0,1195194000.0,1284987000.0,1417611000.0,1499414000.0,4460878000.0,3987737000.0,3895528000.0,3904324000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.3990716854599506,0.3953417774283947,0.3995854554407542,0.39690704358354584,0.09622354384298389,0.06548515789068288,0.10246121517668244,0.0655775368881952,1.9721475461690698,2.4702124695562784,1.939812773527246,2.0256179123866156,4.732346380587587,4.103328671807574,3.7479527176355147,3.6038999235701414,1.596034618647684,1.4783332438382646,1.3452195277830097,1.2685282383651213,0.3231192164260363,0.3299674292025128,0.29485772767570256,0.09323835639415026,0.1324266502084291,0.07103881523127159,0.02115951290517272,0.03380886376481539,0.0193360435134228
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,-21839000.0,-21176000.0,-20299000.0,-16768000.0,972150000.0,675448000.0,942842000.0,1048803000.0,118762000.0,221481000.0,185627000.0,174394000.0,130459000.0,188457000.0,136139000.0,151558000.0,3259630000.0,3056590000.0,3232427000.0,3467905000.0,1067337000.0,715658000.0,606988000.0,628213000.0,0.55,0.55,0.64,0.95,NASDAQ,24962000.0,28361000.0,44696000.0,52403000.0,3574000.0,2968000.0,2250000.0,2863000.0,1,594116000.0,594627000.0,595138000.0,595650000.0,2807990.0,107174000.0,106080000.0,124943000.0,185686000.0,120484000.0,113873000.0,161371000.0,223909000.0,461086000.0,443410000.0,449803000.0,369678000.0,712029000.0,745740000.0,747313000.0,745145000.0,7067121000.0,6851195000.0,6988940000.0,7147007000.0,1099642000.0,602687000.0,602712000.0,601959000.0,5286299000.0,5413396000.0,5657990000.0,5793459000.0,1780822000.0,1437799000.0,1330950000.0,1353548000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap,0.8167785300879599,0.7472885992437043,0.8178286741967555,0.7966060296989177,0.15051915020315185,0.14224796846085766,0.1671896514579567,0.24919445208650665,3.0539838870010128,4.271020515385841,5.325355690722057,5.5202693990732445,1.3368750046109763,1.2656001888648087,1.2352337137393314,1.2336338273905105,0.2080173671598977,0.11133251659401973,0.10652404829276828,0.10390321222606391,0.1071595155620838,0.10799215470080313,0.10542555090224942,0.019828602591008434,0.02257043517406041,0.03243013176760426,0.015243223389956083,0.018055170704621017,0.026271462393004163
GCI,GANNETT CO INC,Communication,-16833000.0,-14551500.0,-11922500.0,-12574000.0,148814000.0,168000000.0,139600000.0,142826500.0,22323500.0,24136000.0,39357500.0,20524000.0,92943000.0,92077500.0,88905500.0,99851000.0,341841500.0,373842000.0,374656000.0,359637500.0,185732500.0,221338000.0,213872000.0,214338000.0,0.08,0.065,0.005,0.08,New York Stock Exchange Inc.,2924500.0,1610000.0,2593500.0,684000.0,9082000.0,9809000.0,12136000.0,12049000.0,1,585060000.0,540251500.0,664210500.0,832035000.0,106843.56,7046000.0,9956000.0,2385500.0,4416000.0,17732000.0,18325500.0,21581500.0,18285000.0,121228500.0,156800000.0,164357000.0,145355000.0,236000000.0,267802500.0,265434500.0,247101000.0,1754399000.0,1856007000.0,1830735000.0,1893376500.0,672341000.0,583467000.0,712299500.0,912399000.0,569461500.0,762890000.0,785317000.0,866024500.0,779497000.0,786505000.0,1050800000.0,1087720000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap,0.6061737288135594,0.6561738594673313,0.6650567277426258,0.5959101743821352,0.02985593220338983,0.03717665070341016,0.008987151255771198,0.01787123483919531,1.8405044889828113,1.6890095690753508,1.751776763671729,1.6778989259953905,3.080803531055216,2.432863191285769,2.331205105708905,2.186285145512627,1.180661028006283,0.7648114407057374,0.9070216231152516,1.0535487160005288,0.14835035173329536,0.14399407390047908,0.1327033307139166,0.014945005128151242,0.003081629265337258,0.005348378878626862,0.00551516920811676,0.0012940965220783012,0.002371572387131803
UPST,UPSTART HOLDINGS INC,Financials,-2328000.0,-2494000.0,-3419000.0,-6159000.0,379663000.0,450224000.0,793607000.0,605365000.0,73580000.0,179340000.0,-110926000.0,-13486000.0,127630000.0,162140000.0,211270000.0,213371000.0,710928000.0,875533000.0,762884000.0,773500000.0,258187000.0,170084000.0,195605000.0,126975000.0,-0.62,-0.07,-0.03,-0.03,NASDAQ,15000.0,45000.0,111000.0,29000.0,11470000.0,10818000.0,15125000.0,7020000.0,1,654540000.0,717283000.0,1206563000.0,1207888000.0,1483853.49,-54470000.0,-6758000.0,-2755000.0,-2447000.0,43459000.0,38343000.0,43594500.0,36595000.0,11470000.0,10818000.0,15125000.0,7020000.0,127630000.0,162140000.0,211270000.0,213371000.0,1820224000.0,1808980000.0,2366958000.0,2296277000.0,969101000.0,940715000.0,1452446000.0,1381937000.0,594710000.0,595536000.0,633218000.0,676642000.0,1225514000.0,1213444000.0,1733740000.0,1619635000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.0,0.0,0.0,0.0,-0.42678053749118544,-0.04168002960404588,-0.013040185544563829,-0.011468287630465247,2.7535391015039488,5.147650572658216,3.9001252524219727,6.091750344556015,3.0606917657345596,3.0375661588887994,3.737982811606745,3.3936365167991345,1.6295354038102605,1.5796106364686602,2.2937534940573387,2.042345878618235,0.08935292697792684,0.10118445245116187,0.09151200829467097,-0.011355635725723926,-0.0044842173453758846,-0.00373627715939108,-0.003724232641648141,-0.001319464034188247,-0.001049486032764808
TRNS,TRANSCAT INC,Industrials,-3674000.0,-3959000.0,-2869000.0,-2695000.0,22657000.0,23815000.0,4640000.0,1517000.0,8924000.0,6835000.0,12598000.0,10628000.0,44052000.0,46620000.0,47075000.0,51221000.0,94253000.0,95166000.0,76559000.0,78009000.0,31802000.0,26521000.0,31679000.0,34037000.0,0.48,0.35,0.25,0.48,NASDAQ,820000.0,427000.0,772000.0,1792000.0,52000.0,76000.0,199000.0,471000.0,1,1218000.0,612000.0,39496000.0,30892000.0,201424.1,4408000.0,3286000.0,2357000.0,4464000.0,5099000.0,3735000.0,2100000.0,6940000.0,17556000.0,17471000.0,17579000.0,18973000.0,66707000.0,67826000.0,66754000.0,77134000.0,323652000.0,323553000.0,386009000.0,385242000.0,22157000.0,20860000.0,66017000.0,57727000.0,262288000.0,268757000.0,281080000.0,286880000.0,61364000.0,54796000.0,104929000.0,98362000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap,0.3396195301842385,0.31265296493969863,0.2947988135542439,0.3359478310472684,0.0660800215869399,0.04844749800961283,0.035308745543338224,0.057873311380195504,2.963744418590026,3.588326232042532,2.4167113860917326,2.291888239269031,1.2339565668273043,1.203886782483805,1.3733065319481998,1.3428680981595091,0.08447584334777039,0.0776165830099309,0.2348690764195247,0.201223508087005,0.20959665021129317,0.1881555100188567,0.20002307938660696,0.012375599054694047,0.00857344994971237,0.015719416860342277,0.010154433293933143,0.0066435350258328375,0.011575997956566669
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate,13728000.0,14465000.0,-8615000.0,-16966000.0,57679000.0,65113000.0,40791000.0,29822000.0,64226000.0,61059000.0,46200000.0,31679000.0,42947000.0,45497000.0,43671000.0,55075000.0,420354000.0,425475000.0,500902000.0,409931000.0,169374000.0,174402000.0,221647000.0,190190000.0,0.14,0.52,1.22,0.27,New York Stock Exchange Inc.,650000.0,364000.0,199000.0,-471000.0,39407000.0,38849000.0,36418000.0,44225000.0,1,1853341000.0,1775119000.0,2212680000.0,2150562000.0,280932.3,4744000.0,16198000.0,37978000.0,8789000.0,33096000.0,31849000.0,39763000.0,20445000.0,53622000.0,47743000.0,48256000.0,66248000.0,129665000.0,125089000.0,131690000.0,141768000.0,2321701000.0,2247616000.0,2747191000.0,2624514000.0,1853341000.0,1775119000.0,2212680000.0,2150562000.0,298986000.0,298095000.0,312864000.0,283762000.0,2022715000.0,1949521000.0,2434327000.0,2340752000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.6687849458219257,0.6362829665278322,0.6683802870377401,0.6115131764573105,0.03658658851656191,0.129491801837092,0.2883893993469512,0.06199565487274984,2.4818094866980767,2.439622252038394,2.2599087738611394,2.1553762027446237,7.765249877920706,7.539931900904074,8.780783343561419,9.248997399228932,6.1987551256580575,5.954876801019809,7.0723381405339065,7.578752616629429,0.054751727665206855,0.052730766173748056,0.052783241075226583,0.0542572950738677,0.12432258138434821,0.02946234324350598,0.007089899869061393,0.015206993983951733,0.0032723315967649004
NTRS,NORTHERN TRUST CORP,Financials,-182300000.0,-208900000.0,-226500000.0,-183500000.0,51155100000.0,49327300000.0,45397300000.0,58808900000.0,2990300000.0,611100000.0,-2634800000.0,2749800000.0,2715500000.0,1968500000.0,1959600000.0,1939900000.0,1171000000.0,1399000000.0,1265000000.0,1557993000.0,1362900000.0,1637400000.0,1108000000.0,1415700000.0,4.34,2.22,2.26,1.9,NASDAQ,277500000.0,136200000.0,138800000.0,129400000.0,1983600000.0,1967900000.0,1716200000.0,1572800000.0,1,13640700000.0,13801300000.0,13372000000.0,13429400000.0,6711337.21,896100000.0,464900000.0,455400000.0,392000000.0,289100000.0,285076000.0,294965000.0,313150000.0,1983600000.0,1967900000.0,1716200000.0,1572800000.0,2715500000.0,1968500000.0,1959600000.0,1939900000.0,156797100000.0,155753800000.0,155508400000.0,165071200000.0,13640700000.0,13801300000.0,13372000000.0,13429400000.0,12655800000.0,12749000000.0,12788400000.0,12878500000.0,144141300000.0,143004800000.0,142720000000.0,152192700000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap,0.0,0.0,0.0,0.0,0.32999447615540417,0.2361696723393447,0.2323943661971831,0.2020722717665859,0.8591972998752659,0.8544033223402956,1.141696750902527,1.1005107014197923,12.389347176788508,12.216942505294533,12.160113853179444,12.817579687075359,1.0778220262646376,1.0825398070436898,1.0456351068155516,1.0427767208914083,0.01259634830678779,0.012591313689873039,0.012102454429414723,0.036599382793802746,0.03566533789657522,0.03054517686202853,0.0029748754522863317,0.0029261503645479597,0.0024455704605034134
BLMN,BLOOMIN BRANDS INC,Consumer Discretionary,-54474000.0,-90426000.0,-22069000.0,-45771000.0,117919000.0,83632000.0,70056000.0,57691000.0,42406000.0,-7810000.0,119750000.0,73465000.0,841048000.0,897271000.0,517042000.0,886689000.0,300211000.0,261058000.0,320519000.0,318881000.0,867270000.0,848970000.0,952336000.0,778465000.0,0.32,0.08,-0.94,0.5,NASDAQ,2780000.0,-6509000.0,-17293000.0,903000.0,15296000.0,15953000.0,18222000.0,11187000.0,1,1001982000.0,1092189000.0,1027398000.0,917610000.0,165664.17,28403000.0,6912000.0,-79461000.0,42152000.0,58736000.0,22807000.0,30934000.0,57581000.0,99585000.0,118693000.0,49535000.0,105324000.0,999369000.0,1038771000.0,597511000.0,1049594000.0,3394168000.0,3433609000.0,3384805000.0,3305370000.0,2305843000.0,2403532000.0,2274722000.0,2174671000.0,289693000.0,244971000.0,139446000.0,384850000.0,3104475000.0,3188638000.0,3245359000.0,2920520000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap,0.1584209636280493,0.13621866609676242,0.13467367127969193,0.15520763266558307,0.028420933609107347,0.006654017102903335,-0.13298667304869702,0.04016029055044141,0.34615632963206383,0.30749967607807105,0.3365608356714437,0.4096279216149731,11.716430842305476,14.016389695106767,24.27323121495059,8.588722879043784,7.959608965352977,9.811496054635038,16.31256543751703,5.650697674418605,0.3042779516671385,0.17526392501247356,0.31377176232310816,0.02585549055107507,-0.413410437103458,0.1607946656087401,0.002024670694429534,-0.023307766292865174,0.012601165141420068
WY,WEYERHAEUSER REIT,Real Estate,-144000000.0,-179000000.0,-14000000.0,-97000000.0,997000000.0,877000000.0,684000000.0,560000000.0,432000000.0,234000000.0,218000000.0,70000000.0,1535000000.0,1431000000.0,1404000000.0,1428000000.0,2183000000.0,1994000000.0,1748000000.0,1771000000.0,995000000.0,992000000.0,977000000.0,868000000.0,0.24,0.04,0.11,0.11,New York Stock Exchange Inc.,33000000.0,-15000000.0,-7000000.0,16000000.0,67000000.0,69000000.0,66000000.0,66000000.0,1,4862000000.0,4864000000.0,4866000000.0,5017000000.0,4972387.7,173000000.0,28000000.0,81000000.0,83000000.0,262000000.0,102000000.0,156000000.0,181000000.0,142000000.0,148000000.0,148000000.0,154000000.0,1939000000.0,1681000000.0,1708000000.0,1763000000.0,16800000000.0,16668000000.0,16536000000.0,16520000000.0,5093000000.0,5096000000.0,5105000000.0,5189000000.0,10045000000.0,9927000000.0,9721000000.0,9645000000.0,6755000000.0,6741000000.0,6815000000.0,6875000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap,0.20835482207323364,0.148720999405116,0.17798594847775176,0.19001701644923427,0.0892212480660134,0.01665675193337299,0.04742388758782201,0.047078842881452074,2.193969849246231,2.0100806451612905,1.7891504605936541,2.0403225806451615,1.6724738675958188,1.6790571169537625,1.70105956177348,1.7128045619491965,0.5070184171229467,0.5133474362848797,0.5251517333607654,0.5379989631933645,0.10045416517270228,0.10287917118419468,0.1066674733785092,0.0028039254956939716,0.008245114006514658,0.008571723639367965,0.0016732401099557787,0.004878930249367546,0.005021781219748306
NEOG,NEOGEN CORP,Health Care,-24254000.0,-38433000.0,-17157000.0,-32869000.0,170611000.0,120477000.0,140231000.0,127705000.0,26747000.0,-17914000.0,40253000.0,19363000.0,123312000.0,112038000.0,117928000.0,110715000.0,589233000.0,540650000.0,570447000.0,551713000.0,154323000.0,122689000.0,151195000.0,141200000.0,-0.024998,-0.06,-2.103225,-0.050484,NASDAQ,-984000.0,-3000000.0,-20290000.0,1230000.0,18621000.0,18615000.0,18141000.0,17737000.0,1,888391000.0,889129000.0,889867000.0,890605000.0,325567.06,-5415000.0,-12609000.0,-456282000.0,-10957000.0,13040000.0,2257000.0,3906000.0,5415000.0,100442000.0,102669000.0,109424000.0,104850000.0,236794000.0,216964000.0,231258000.0,220980000.0,4548833000.0,4503173000.0,4054092000.0,4036336000.0,890838000.0,891780000.0,892443000.0,893106000.0,3144142000.0,3135192000.0,2669070000.0,2660347000.0,1404691000.0,1367981000.0,1385022000.0,1375989000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.4792435619145755,0.4836101841780203,0.4900587222928504,0.4989818083084442,-0.022867978073768763,-0.058115632086429087,-1.9730430947253716,-0.049583672730563855,3.8181800509321357,4.406670524659912,3.772922384999504,3.907315864022663,1.4467644909167587,1.4363308531024574,1.518915577335926,1.5172216255999686,0.2833326230176627,0.2844419097777744,0.33436477874315773,0.33571034154567053,0.047937219661586615,0.05404951231497447,0.054627517851960364,-0.004016030999465867,-0.1572230888267966,-0.004111894415467958,-0.0027859018210991023,-0.10664201704633432,-0.0027086329672546374
