Ticker,Name,Sector,CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap,KPI_GrossProfitMargin_2024Q2,KPI_GrossProfitMargin_2024Q3,KPI_GrossProfitMargin_2024Q4,KPI_GrossProfitMargin_2025Q1,KPI_NetProfitMargin_2024Q2,KPI_NetProfitMargin_2024Q3,KPI_NetProfitMargin_2024Q4,KPI_NetProfitMargin_2025Q1,KPI_CurrentRatio_2024Q2,KPI_CurrentRatio_2024Q3,KPI_CurrentRatio_2024Q4,KPI_CurrentRatio_2025Q1,KPI_Leverage_2024Q2,KPI_Leverage_2024Q3,KPI_Leverage_2024Q4,KPI_Leverage_2025Q1,KPI_DebtToEquityRatio_2024Q2,KPI_DebtToEquityRatio_2024Q3,KPI_DebtToEquityRatio_2024Q4,KPI_DebtToEquityRatio_2025Q1,KPI_TotalAssetTurnover_2024Q3,KPI_TotalAssetTurnover_2024Q4,KPI_TotalAssetTurnover_2025Q1,KPI_ReturnOnEquity_2024Q3,KPI_ReturnOnEquity_2024Q4,KPI_ReturnOnEquity_2025Q1,KPI_ReturnOnAssets_2024Q3,KPI_ReturnOnAssets_2024Q4,KPI_ReturnOnAssets_2025Q1
APP,APPLOVIN CORP CLASS A,Information Technology,-124117000.0,-3200000.0,-97600000.0,-104914000.0,460449000.0,567596000.0,741411000.0,551024000.0,454527000.0,550702000.0,701003000.0,831712000.0,121759000.0,269659000.0,320452000.0,271232000.0,1660270000.0,1875420000.0,2312190000.0,2367334000.0,729591000.0,779536000.0,1057472000.0,1409224000.0,0.92,1.25,1.73,1.67,NASDAQ,16894000.0,33249000.0,-84080000.0,41975000.0,74418000.0,75213000.0,94199000.0,52888000.0,1,3482166000.0,3474456000.0,3508983000.0,3509964000.0,31755094.58,309969000.0,434420000.0,599204000.0,576419000.0,384422000.0,534934000.0,607980000.0,852414000.0,204834000.0,393642000.0,444347000.0,360375000.0,711015000.0,1198235000.0,1372779000.0,1484021000.0,5269466000.0,5442484000.0,5869259000.0,5706701000.0,3517729000.0,3510019000.0,3556405000.0,3709964000.0,814836000.0,938206000.0,1089818000.0,575421000.0,4454630000.0,4504278000.0,4779441000.0,5131280000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap,0.8287532611829568,0.7749531602732352,0.7665669419476843,0.8172316968560418,0.4359528279994093,0.3625499171698373,0.43648977730574257,0.388417010271418,2.2756174349738414,2.405815767328257,2.1865259789384495,1.679884816040601,6.4669037695929,5.800947766268815,5.385540521444865,9.917436103305231,4.317100619020269,3.7412028914758593,3.263301762312606,6.447390693075157,0.2237193041416362,0.24271750162640718,0.2563970504390133,0.4956184734878001,0.5909239732863122,0.6922958205999259,0.08110941518584384,0.10594370823311668,0.0995889757739315
RLJ,RLJ LODGING TRUST REIT,Real Estate,26828000.0,11498000.0,12625000.0,-38416000.0,371133000.0,385384000.0,409809000.0,347526000.0,113527000.0,80099000.0,71026000.0,16300000.0,253579000.0,247751000.0,242344000.0,244256000.0,438130000.0,450779000.0,497787000.0,457174000.0,227712000.0,234121000.0,246419000.0,229744000.0,0.2,0.09,-0.01,-0.02,New York Stock Exchange Inc.,393000.0,379000.0,518000.0,294000.0,26505000.0,26980000.0,26364000.0,25721000.0,1,2222642000.0,2218826000.0,2220081000.0,2221406000.0,362512.8,37106000.0,20602000.0,5376000.0,3362000.0,57304000.0,40320000.0,29281000.0,25429000.0,58414000.0,57673000.0,58364000.0,58434000.0,369297000.0,345744000.0,329989000.0,328119000.0,4918027000.0,4887991000.0,4883879000.0,4817588000.0,2342544000.0,2338334000.0,2339183000.0,2340231000.0,2347771000.0,2315536000.0,2298277000.0,2247613000.0,2570256000.0,2572455000.0,2585602000.0,2569975000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.3133467101005424,0.283426465824425,0.265599762416323,0.25558714978407227,0.10047739353420147,0.05958744041834421,0.016291452139313736,0.010246282598691328,1.924053189994379,1.9254103647259324,2.0200836786124445,1.9899279197715718,2.094764353082136,2.1109544399223332,2.125017567508181,2.14342415709466,0.9977736329480175,1.009845668562268,1.017798550827424,1.0412072718924477,0.07051669699158211,0.06753855710319519,0.06764317190379558,0.008835789708891137,0.002330393537839527,0.0014791382985509989,0.004201909480484331,0.0011003011706050122,0.0006930910551981468
SHC,SOTERA HEALTH COMPANY,Health Care,-41921000.0,-36389000.0,-65870000.0,-19918000.0,246084000.0,306738000.0,277242000.0,304390000.0,61295000.0,97453000.0,55717000.0,55521000.0,123803000.0,127444000.0,125838000.0,119091000.0,497677000.0,563613000.0,526037000.0,554990000.0,169633000.0,195537000.0,191002000.0,225991000.0,0.03,0.06,0.04,-0.05,NASDAQ,6388000.0,25756000.0,32641000.0,-1563000.0,40388000.0,41572000.0,40960000.0,40876000.0,1,2213518000.0,2210815000.0,2208100000.0,2205355000.0,620403.0,8754000.0,16998000.0,12323000.0,-13260000.0,76799000.0,80507000.0,87146000.0,57044000.0,75992000.0,77517000.0,77219000.0,78388000.0,276594000.0,285468000.0,290203000.0,254523000.0,3057818000.0,3148737000.0,3071648000.0,3097528000.0,2347083000.0,2357606000.0,2350633000.0,2346484000.0,422764000.0,470163000.0,404911000.0,414091000.0,2635054000.0,2678574000.0,2666737000.0,2683437000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.5524017151492802,0.5535611697283058,0.5663793964914215,0.5321012246437453,0.031649276556975206,0.059544327210055065,0.04246337908291782,-0.052097452882450705,2.93384541922857,2.8823854308903174,2.7540915801928776,2.45580576217637,7.232919548495142,6.697117808079326,7.585983092580839,7.480307468648196,5.551757008638389,5.014443926893439,5.805307833079368,5.666590193942877,0.09198919529432995,0.09330708629771309,0.08251442332006738,0.03807254120437617,0.02816447523295173,-0.03238087330678069,0.0054774347443952405,0.003962134176582317,-0.004298791281039801
BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,-1657000.0,-800000.0,-764500.0,1935000.0,34913000.0,44098000.0,65433000.0,32313500.0,22209000.0,40015000.0,25911500.0,7608000.0,37267500.0,37676000.0,37452500.0,37482500.0,212619000.0,229962000.0,219476500.0,214542500.0,99084000.0,112242500.0,162202000.0,102494000.0,0.2,0.0849999999999999,0.0675,-0.02,New York Stock Exchange Inc.,3612500.0,496000.0,2175500.0,440500.0,17997500.0,18318500.0,18507500.0,19166500.0,1,1336947500.0,1355336000.0,1255490500.0,1441390000.0,66332.28,20130500.0,5931500.0,5379000.0,1535000.0,22475000.0,18046000.0,14384000.0,12196500.0,30257000.0,30861000.0,33559500.0,35587000.0,107620500.0,111243500.0,106888500.0,109596500.0,2773117500.0,2838691500.0,2928415000.0,2970079500.0,1385776500.0,1407854500.0,1442615500.0,1453682000.0,1335935500.0,1239115000.0,1214816500.0,1183616500.0,1476829000.0,1482005000.0,1501227000.0,1512921000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap,0.6537137441286743,0.6613195377707461,0.6496115110605912,0.6579954651836509,0.18705079422600712,0.053319969256630725,0.05032346791282505,0.014005921721952799,2.1458459488918495,2.04879613337194,1.3531060036251095,2.093220090932152,2.0757869672600213,2.2909023779068125,2.4105821743448494,2.509325866950993,1.0373079388937565,1.1361774330873244,1.187517209389237,1.2281697661362443,0.039646217467486866,0.03706832880578848,0.037160838244402875,0.004606899942350645,0.004383985453546686,0.0012800024015680238,0.0021139350965080957,0.0018654068552401452,0.0005204717915732565
NTRA,NATERA INC,Health Care,-22173000.0,-16312000.0,-18118000.0,-21815000.0,796798000.0,892844000.0,945587000.0,973768000.0,3990000.0,51786000.0,52887000.0,44452000.0,170179000.0,168011000.0,176423000.0,185065000.0,1301816000.0,1322565000.0,1375820000.0,1416385000.0,314574000.0,301416000.0,344045000.0,365677000.0,-0.3,-0.26,0.87,-0.5,NASDAQ,892000.0,730000.0,-1355000.0,173000.0,3127000.0,3142000.0,1292000.0,1005000.0,1,283604000.0,286549000.0,2479200000.0,2489100000.0,5728997.76,-37464000.0,-31592000.0,-53771000.0,-66936000.0,-43902000.0,-39338000.0,-64740000.0,-79177000.0,287074000.0,311085000.0,364378000.0,395942000.0,413351000.0,439758000.0,476061000.0,501830000.0,1516989000.0,1590947000.0,1660735000.0,1732366000.0,437602000.0,475733000.0,187118000.0,195600000.0,836520000.0,878525000.0,1195420000.0,1239675000.0,680469000.0,712422000.0,465315000.0,492691000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap,0.58829421000554,0.6179466888606916,0.6294109368337251,0.6312197357670924,-0.09063483576911632,-0.0718395117314523,-0.11294981105362548,-0.13338381523623538,4.138345826419221,4.387839398041245,3.9989536252525104,3.8733226317214373,1.8134521589441974,1.8109296832759454,1.3892481303642235,1.3974356182063847,0.5231219815425812,0.5415133320053499,0.15652908601161097,0.1577832899751951,0.2829903833283568,0.29280907542619483,0.29579431911988474,-0.03684101583340379,-0.05185383411806967,-0.054976089228551656,-0.02032989096300567,-0.03307272974417547,-0.03945417480941475
BANF,BANCFIRST CORP,Financials,-6022000.0,-5235000.0,-15144000.0,-11310000.0,2493292000.0,2992073000.0,3553772000.0,3974172000.0,100151000.0,77593000.0,17132000.0,76951000.0,129175000.0,149223000.0,148800000.0,144239500.0,710928000.0,875533000.0,762884000.0,773500000.0,4264000.0,4429000.0,302652000.0,301887000.0,0.62,0.5488095,0.55,0.56,NASDAQ,9002000.0,7016000.0,6572000.0,7884500.0,66630000.0,71515000.0,70503000.0,66849000.0,1,86129000.0,86143000.0,86157000.0,86171000.0,807961.6,39497500.0,34414000.0,34967000.0,32987000.0,43459000.0,38343000.0,43594500.0,36595000.0,79782000.0,81675500.0,77988000.0,78284000.0,181105500.0,173079500.0,168030500.0,192068000.0,12737318000.0,13313482000.0,13554314000.0,14038055000.0,90393000.0,90572000.0,86157000.0,86171000.0,1512492000.0,1584575000.0,1621187000.0,1672827000.0,11224826000.0,11728907000.0,11933127000.0,12365228000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.2867417058013147,0.1378355033380614,0.11444648441800745,0.24901857675406627,0.2180911126387658,0.19883348403479326,0.2080991248612603,0.17174646479371888,166.7279549718574,197.68186949650033,2.5206639969337723,2.5622169884758206,8.421411815731918,8.401926068504173,8.360734449511376,8.39181517275845,0.05976428305075333,0.057158544089109066,0.0531443935832202,0.05151220060412703,0.013287845286900978,0.012507948177066701,0.013921820196011441,0.022223607044988047,0.021815094196013303,0.020028451609495283,0.0026420685737098284,0.0026028930694575766,0.0023910234021587637
CMRC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology,-2293500.0,-1877000.0,-2360000.0,-1711000.0,77965000.0,84713500.0,84356000.0,103056500.0,9228000.0,12500000.0,10401000.0,5863000.0,22402000.0,22762500.0,24830000.0,25558000.0,360539000.0,355091500.0,256923000.0,285888500.0,153890000.0,158552500.0,157231500.0,153286500.0,-0.09,-0.03,-0.03,-0.02,NASDAQ,1936000.0,650500.0,691000.0,918000.0,1306500.0,766000.0,394000.0,446000.0,1,27622000.0,23782000.0,20826000.0,17946500.0,87927.55,-2732000.0,-918000.0,-1682000.0,-3338500.0,-1309000.0,-46500.0,-1592000.0,-2507500.0,33296000.0,48600000.0,43006000.0,43122000.0,87500000.0,92820000.0,97036500.0,98213500.0,608457000.0,506045000.0,546114500.0,567117000.0,36675000.0,34796000.0,32812000.0,27181500.0,287327000.0,258497500.0,275316500.0,280875500.0,253406000.0,236548000.0,246555500.0,239712500.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap,0.7439771428571429,0.7547672915319974,0.7441169044637842,0.7397710090771635,-0.031222857142857142,-0.00989010989010989,-0.01733368371695187,-0.03399227193817551,2.342835791799337,2.2395831033884677,1.6340427967678233,1.8650598715477227,2.1176464446432113,1.9576398224354201,1.983587979652509,2.019104549880641,0.12764202459218937,0.13460865192119847,0.11917919921254265,0.0967741935483871,0.16656766878839158,0.18445207214305437,0.17644757626782928,-0.0033637185578881124,-0.006301820484288535,-0.012004847246993845,-0.00164737254845662,-0.0031972338794640925,-0.005997853995328015
FSBW,FS BANCORP INC,Financials,-894000.0,-1049000.0,-1116000.0,-1170000.0,197523500.0,201715500.0,205717000.0,206366500.0,14776500.0,15454000.0,16267500.0,15740000.0,56359000.0,57387000.0,56468000.0,57421500.0,248612448.5,295367500.0,283214000.0,284299500.0,176639000.0,203579500.0,212000000.0,151875810.5,0.46,0.41,0.56,0.54,NASDAQ,2979737.0,2980000.0,3664000.0,4141000.0,22246000.0,24525000.0,23007000.0,22878000.0,1,175699000.0,150910500.0,149453000.0,150260000.0,135818.43,11073000.0,11915000.0,13194000.0,13911000.0,11125338.5,21880500.0,31365000.0,22755000.0,29466500.0,29587000.0,27898000.0,27644000.0,56753000.0,57959000.0,57482000.0,58985000.0,4848205000.0,5119530000.0,5138330500.0,5199598500.0,300100000.0,300900000.0,369331000.0,286531000.0,519777000.0,547925500.0,540136000.0,573956000.0,4210668500.0,4386476500.0,4591702000.0,4622705000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap,0.006942364280302363,0.009869045359650788,0.01764030479106503,0.026506739001441043,0.19510862861875145,0.20557635569971877,0.22953272328728994,0.23583962024243452,1.4074606881832439,1.4508705444310455,1.3359150943396227,1.8719208744568312,9.3274712039971,9.343478264837099,9.513030977383474,9.05922840775251,0.5773629845106651,0.5491622492473885,0.6837740865263563,0.49922119465603637,0.01162932200745706,0.011207405286901688,0.0114113764952342,0.022318951205977322,0.024252305591182115,0.024972802964207622,0.00239071363755156,0.0025724662564869157,0.002691254699079477
LAND,GLADSTONE LAND REIT CORP,Real Estate,-1657000.0,-800000.0,-764500.0,1935000.0,34913000.0,44098000.0,65433000.0,32313500.0,22209000.0,40015000.0,25911500.0,7608000.0,37267500.0,37676000.0,37452500.0,37482500.0,212619000.0,229962000.0,219476500.0,214542500.0,99084000.0,112242500.0,162202000.0,102494000.0,0.2,0.0849999999999999,0.0675,-0.02,NASDAQ,3612500.0,496000.0,2175500.0,440500.0,17997500.0,18318500.0,18507500.0,19166500.0,1,1336947500.0,1355336000.0,1255490500.0,1441390000.0,83021.82,20130500.0,5931500.0,5379000.0,1535000.0,22475000.0,18046000.0,14384000.0,12196500.0,30257000.0,30861000.0,33559500.0,35587000.0,107620500.0,111243500.0,106888500.0,109596500.0,2773117500.0,2838691500.0,2928415000.0,2970079500.0,1385776500.0,1407854500.0,1442615500.0,1453682000.0,1335935500.0,1239115000.0,1214816500.0,1183616500.0,1476829000.0,1482005000.0,1501227000.0,1512921000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap,0.6537137441286743,0.6613195377707461,0.6496115110605912,0.6579954651836509,0.18705079422600712,0.053319969256630725,0.05032346791282505,0.014005921721952799,2.1458459488918495,2.04879613337194,1.3531060036251095,2.093220090932152,2.0757869672600213,2.2909023779068125,2.4105821743448494,2.509325866950993,1.0373079388937565,1.1361774330873244,1.187517209389237,1.2281697661362443,0.039646217467486866,0.03706832880578848,0.037160838244402875,0.004606899942350645,0.004383985453546686,0.0012800024015680238,0.0021139350965080957,0.0018654068552401452,0.0005204717915732565
GMED,GLOBUS MEDICAL INC CLASS A,Health Care,-27798000.0,-41952000.0,-17111000.0,-41103000.0,410424000.0,622766000.0,784438000.0,461266000.0,54258000.0,203654000.0,210339000.0,177300000.0,260040000.0,270515000.0,263437000.0,195397000.0,1923891000.0,2056529000.0,2177260000.0,1710114000.0,794146000.0,818065000.0,855913000.0,384701000.0,0.23,0.38,0.19,0.54,New York Stock Exchange Inc.,15821000.0,5196000.0,-1838000.0,28206000.0,-2335000.0,-775000.0,815000.0,1681000.0,1,87702000.0,86376000.0,83588000.0,81691000.0,1789527.78,31760000.0,51836000.0,26505000.0,75462000.0,62790000.0,48996000.0,77055000.0,98061000.0,306861000.0,306194000.0,316801000.0,304663000.0,629691000.0,625705000.0,657293000.0,598121000.0,4993793000.0,5086044000.0,5251750000.0,4711148000.0,529305000.0,534558000.0,537188000.0,92313000.0,3976365000.0,4069397000.0,4177333000.0,4088068000.0,1017428000.0,1016647000.0,1074417000.0,623080000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.5870355460058981,0.567663675374178,0.5992091806850217,0.67331526564023,0.05043743677454497,0.08284415179677324,0.04032448238456822,0.1261651070602771,2.422591060082151,2.513894372696546,2.5437865764394276,4.445306874689694,1.2558688651569965,1.2498274314351734,1.2572016643154855,1.1524142944784677,0.13311278013965017,0.1313604939503322,0.12859592472038978,0.02258108231076391,0.12414982504181367,0.12716310655832375,0.12006968253614561,0.01288529290327007,0.0064280023718492054,0.01825973113706159,0.010285086951306852,0.005127786450378098,0.015148604351866294
HWKN,HAWKINS INC,Materials,-43700000.0,-35500000.0,-44690500.0,-36650000.0,234257698.4092955,255022000.0,219000000.0,201100000.0,50100000.0,75150000.0,69343000.0,22590500.0,595000000.0,615357000.0,587082500.0,586000000.0,1109806000.0,1167900000.0,1066000000.0,1084400000.0,464000000.0,523950000.0,465700000.0,560450000.0,0.4649999999999999,0.46,0.19,0.29,NASDAQ,8519000.0,5792235.3519335,5000000.0,6750000.0,12000000.0,14600000.0,13900000.0,14200000.0,1,1075450000.0,1127800000.0,1096200000.0,1076050000.0,938591.16,53200000.0,26003000.0,8900000.0,20105500.0,70903000.0,47450000.0,43350000.0,44650000.0,85600000.0,79425083.2086135,99550000.0,91550000.0,773400000.0,709798500.0,684950000.0,660650000.0,2691000000.0,3127500000.0,2998950000.0,3015100000.0,1076700000.0,1148500000.0,1131800000.0,1139450000.0,1195900000.0,1364300000.0,1210550000.0,1257350000.0,1861000000.0,1960550000.0,1792200000.0,1793950000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.23066976984742696,0.13305395827125585,0.14288269216731148,0.11299477787027927,0.06878717351952418,0.03663434059102689,0.01299364917147237,0.03043290698554454,2.3918232758620688,2.2290294875465215,2.2890272707751773,1.9348737621554108,2.250188142821306,2.2923843729385034,2.4773450084672257,2.3979798783155046,0.9003261142235973,0.8418236458256981,0.9349469249514684,0.9062313596055196,0.2439798917246713,0.22360420798341618,0.21970219735452814,0.020313256776814313,0.006913024059653961,0.016293609951780866,0.008938042450803471,0.002905434631801451,0.006686176536610105
EXTR,EXTREME NETWORKS INC,Information Technology,-4489000.0,-6916000.0,-5409000.0,-5742000.0,156699000.0,159546000.0,170322000.0,185480000.0,15489000.0,18585000.0,21533000.0,29974000.0,142029000.0,99697000.0,104232000.0,109096000.0,466926000.0,476767000.0,495289000.0,476598000.0,517588000.0,526409000.0,534222000.0,511962000.0,-0.42,-0.08,0.06,0.03,NASDAQ,1456000.0,1490000.0,2604000.0,3709000.0,4220000.0,4422000.0,4179000.0,3797000.0,1,178265000.0,174431000.0,170866000.0,167294000.0,782988.65,-54203000.0,-10504000.0,7382000.0,3458000.0,-38939000.0,-3440000.0,13700000.0,9936000.0,153563000.0,172947000.0,161423000.0,165473000.0,256653000.0,269204000.0,279355000.0,284505000.0,1042594000.0,1056523000.0,1080944000.0,1073077000.0,239604000.0,236102000.0,231605000.0,227315000.0,25282000.0,32721000.0,51208000.0,71705000.0,1017312000.0,1023802000.0,1029736000.0,1001372000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap,0.4466107935617351,0.6296600347691713,0.626883356302912,0.6165410098240804,-0.21119176475630522,-0.03901873672010817,0.02642515795314206,0.012154443682887824,0.902119059947294,0.905696901078819,0.9271220578710724,0.9309245608072474,41.2385887192469,32.288835915772744,21.108889236056868,14.965162819887038,9.477256546159323,7.215610769841997,4.522828464302453,3.170141552193013,0.25649261094069553,0.2613888307983234,0.26416177001059876,-0.3621881626812406,0.175910591094854,0.056267441198245914,-0.010008017656948136,0.006907241141032821,0.003210739356765788
