,Ticker,Name,Sector,Weight (%),CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,Notional Value,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Price,Quantity,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
2343,ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,0.0,-20500000.0,-19200000.0,-13500000.0,-13700000.0,4500000.0,14600000.0,13400000.0,11100000.0,-10700000.0,46300000.0,34900000.0,-17500000.0,356100000.0,324200000.0,381600000.0,308000000.0,835900000.0,826400000.0,774500000.0,791800000.0,610400000.0,612300000.0,577200000.0,583900000.0,-0.38,-0.86,-0.34,-0.65,New York Stock Exchange Inc.,-2700000.0,11600000.0,-8900000.0,700000.0,19200000.0,22600000.0,23400000.0,21900000.0,1,691600000.0,676000000.0,659800000.0,697900000.0,73276.5,-11900000.0,-27700000.0,-10600000.0,-20900000.0,"73,276.50",10300000.0,6800000.0,2400000.0,800000.0,121700000.0,117800000.0,114100000.0,114200000.0,8.25,"8,882.00",488100000.0,448800000.0,498100000.0,423000000.0,1591300000.0,1549100000.0,1480400000.0,1504500000.0,1250200000.0,1232900000.0,1198900000.0,1231700000.0,125200000.0,95700000.0,77600000.0,56000000.0,1466100000.0,1453400000.0,1402800000.0,1448500000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2380,SCPH,SCPHARMACEUTICALS INC,Health Care,0.0,,,-12000.0,,38504000.0,91484000.0,75655000.0,57544000.0,-20227000.0,-17424000.0,-15186000.0,-17139000.0,2300000.0,3311000.0,3965000.0,3471000.0,62631000.0,123329000.0,105849000.0,89353000.0,12930000.0,15264000.0,14876000.0,16312000.0,-0.44,-0.75,-0.35,-0.37,NASDAQ,-17090000.0,-35105000.0,-18845000.0,-19742000.0,2134000.0,1850000.0,1485000.0,1385000.0,1,39990000.0,51099000.0,51350000.0,51050000.0,60364.44,-17090000.0,-35105000.0,-18845000.0,-19742000.0,"60,364.44",-14431000.0,-18146000.0,-16343000.0,-17757000.0,20185000.0,24861000.0,24528000.0,26038000.0,5.58,"10,818.00",8054000.0,10026000.0,12150000.0,11752000.0,65458000.0,125069000.0,107519000.0,90963000.0,41364000.0,52497000.0,52693000.0,52357000.0,9250000.0,30709000.0,13320000.0,-5127000.0,56208000.0,94360000.0,94199000.0,96090000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
889,ORA,ORMAT TECH INC,Utilities,0.01,-146839000.0,-109716000.0,-127737000.0,-192602000.0,66262000.0,88129000.0,94395000.0,112704000.0,30695000.0,106396000.0,158619000.0,88010000.0,151577000.0,152922000.0,157180000.0,156835000.0,516995000.0,537491000.0,547122000.0,600854000.0,530732000.0,566334000.0,598078000.0,619223000.0,0.37,0.36,0.67,0.66,New York Stock Exchange Inc.,-3178000.0,-1193000.0,-11771000.0,-3795000.0,33716000.0,34822000.0,34525000.0,34473000.0,1,2024198000.0,2059285000.0,2087125000.0,2201960000.0,1469217.4,22243000.0,22082000.0,40821000.0,40362000.0,"1,469,217.40",37463000.0,36075000.0,51559000.0,51429000.0,23923000.0,22787000.0,22002000.0,21498000.0,91.7,"16,022.00",212963000.0,211784000.0,230741000.0,229762000.0,5506802000.0,5590341000.0,5666224000.0,5838947000.0,2377431000.0,2421624000.0,2451830000.0,2591897000.0,2507248000.0,2524839000.0,2560380000.0,2595346000.0,2999554000.0,3065502000.0,3105844000.0,3243601000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1754,IMAX,IMAX CORP,Communication,0.0,-8498000.0,-14708000.0,-10870000.0,-14624000.0,91552000.0,104504000.0,100592000.0,97069000.0,35038000.0,35282000.0,11485000.0,6951000.0,45034000.0,40433000.0,44307000.0,33491000.0,456072000.0,467565000.0,456700000.0,468206000.0,242178000.0,237216000.0,209761000.0,221368000.0,0.07,0.26,0.1,0.04,New York Stock Exchange Inc.,-3997000.0,2376000.0,1458000.0,7285000.0,2282000.0,2240000.0,1617000.0,1801000.0,1,229738000.0,230038000.0,229901000.0,230126000.0,273931.38,3583000.0,13896000.0,5306000.0,2327000.0,"273,931.38",2872000.0,19411000.0,13261000.0,16791000.0,41055000.0,31608000.0,35104000.0,36385000.0,29.21,"9,378.00",88961000.0,91452000.0,92672000.0,86667000.0,827399000.0,847560000.0,830398000.0,848304000.0,282870000.0,276277000.0,266257000.0,279598000.0,342962000.0,367785000.0,378215000.0,384289000.0,484437000.0,479775000.0,452183000.0,464015000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1882,TRNS,TRANSCAT INC,Industrials,0.0,-3674000.0,-3959000.0,-2869000.0,-2695000.0,22657000.0,23815000.0,4640000.0,1517000.0,8924000.0,6835000.0,12598000.0,10628000.0,44052000.0,46620000.0,47075000.0,51221000.0,94253000.0,95166000.0,76559000.0,78009000.0,31802000.0,26521000.0,31679000.0,34037000.0,0.48,0.35,0.25,0.48,NASDAQ,820000.0,427000.0,772000.0,1792000.0,52000.0,76000.0,199000.0,471000.0,1,1218000.0,612000.0,39496000.0,30892000.0,201424.1,4408000.0,3286000.0,2357000.0,4464000.0,"201,424.10",5099000.0,3735000.0,2100000.0,6940000.0,17556000.0,17471000.0,17579000.0,18973000.0,77.65,"2,594.00",66707000.0,67826000.0,66754000.0,77134000.0,323652000.0,323553000.0,386009000.0,385242000.0,22157000.0,20860000.0,66017000.0,57727000.0,262288000.0,268757000.0,281080000.0,286880000.0,61364000.0,54796000.0,104929000.0,98362000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2441,TRDA,ENTRADA THERAPEUTICS INC,Health Care,0.0,-1046000.0,-639000.0,-635000.0,-1144000.0,185253000.0,78049000.0,101211000.0,67837000.0,39833000.0,-24266000.0,-31605000.0,-38507000.0,94694000.0,19570000.0,37398000.0,20558000.0,489536000.0,465335000.0,440039000.0,403193000.0,85809000.0,70603000.0,39482000.0,18431000.0,1.55,-0.35,0.03,-0.42,NASDAQ,2758000.0,-1860000.0,-1870000.0,0.0,4366000.0,5766000.0,5128000.0,4441000.0,1,55876000.0,53576000.0,51648000.0,50487000.0,38721.96,55031000.0,-14032000.0,1131000.0,-17349000.0,"38,721.96",53423000.0,-21658000.0,-5867000.0,-21790000.0,41271000.0,41228000.0,43265000.0,42348000.0,5.22,"7,418.00",94694000.0,19570000.0,37398000.0,20558000.0,581963000.0,554590000.0,526321000.0,486479000.0,64443000.0,61314000.0,59207000.0,56997000.0,429925000.0,422447000.0,428678000.0,417260000.0,152038000.0,132143000.0,97643000.0,69219000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Nano-Cap
541,DKS,DICKS SPORTING INC,Consumer Discretionary,0.02,,-214580000.0,-193464000.0,-236996000.0,,1691899000.0,1458655000.0,1689940000.0,,394429000.0,54159000.0,631528000.0,,2197935000.0,1963737000.0,2532391000.0,,5180535000.0,5535959000.0,5417707000.0,,2921006000.0,3217732000.0,3080062000.0,3.3,4.37,2.75,,New York Stock Exchange Inc.,,120101000.0,69260000.0,97303000.0,,13521000.0,12947000.0,12683000.0,1,,1483734000.0,1483975000.0,1484217000.0,3333336.39,,362230000.0,227813000.0,299970000.0,"3,333,336.39",,479027000.0,302823000.0,397678000.0,,796673000.0,790621000.0,963580000.0,222.03,"15,013.00",,3473635000.0,3057181000.0,3893649000.0,,9935959000.0,10451811000.0,10458694000.0,,4396509000.0,4489246000.0,4487760000.0,,2924885000.0,3063385000.0,3198264000.0,,7011074000.0,7388426000.0,7260430000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
2193,CNDT,CONDUENT INC,Industrials,0.0,-25000000.0,-16000000.0,,-18000000.0,300000000.0,393000000.0,366000000.0,277000000.0,-41000000.0,-13000000.0,41000000.0,-58000000.0,677000000.0,656000000.0,662000000.0,618000000.0,1352000000.0,1445000000.0,1252000000.0,1185000000.0,819000000.0,827000000.0,744000000.0,723000000.0,1.07,0.72,-0.09,-0.33,NASDAQ,84000000.0,36000000.0,-70000000.0,-5000000.0,19000000.0,16000000.0,13000000.0,12000000.0,1,789000000.0,718000000.0,615000000.0,625000000.0,114010.56,216000000.0,123000000.0,-12000000.0,-51000000.0,"114,010.56",-16000000.0,-7000000.0,-24000000.0,-35000000.0,167000000.0,158000000.0,162000000.0,168000000.0,2.79,"40,864.00",828000000.0,807000000.0,800000000.0,751000000.0,2780000000.0,2841000000.0,2599000000.0,2532000000.0,1017000000.0,937000000.0,829000000.0,836000000.0,755000000.0,881000000.0,843000000.0,804000000.0,2025000000.0,1960000000.0,1756000000.0,1728000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2354,RXST,RXSIGHT INC,Health Care,0.0,-1523000.0,-1103000.0,-847000.0,-575000.0,24445000.0,16720000.0,16706000.0,28000000.0,-4027000.0,650000.0,-4260000.0,-8832000.0,10637000.0,10094000.0,11426000.0,9566000.0,281223000.0,286768000.0,293823000.0,288414000.0,19618000.0,22638000.0,25876000.0,22741000.0,-0.16,-0.16,-0.15,-0.2,NASDAQ,16000.0,13000.0,12000.0,18000.0,6000.0,5000.0,5000.0,6000.0,1,10674000.0,10570000.0,11322000.0,10987000.0,68623.94,-6079000.0,-6338000.0,-5938000.0,-8190000.0,"68,623.94",-8333000.0,-9226000.0,-8628000.0,-10674000.0,32583000.0,34446000.0,37416000.0,39003000.0,8.47,"8,102.00",34887000.0,35314000.0,40214000.0,37895000.0,305499000.0,310469000.0,318563000.0,313044000.0,11410000.0,11304000.0,12296000.0,12042000.0,275207000.0,277261000.0,281238000.0,279316000.0,30292000.0,33208000.0,37325000.0,33728000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
317,AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,0.04,-48346000.0,-53949000.0,-57041000.0,-48626000.0,545769000.0,552356000.0,108576000.0,53255000.0,379991000.0,486169000.0,328813000.0,415903000.0,260651000.0,275460000.0,281649000.0,268861000.0,765353000.0,792477000.0,267076000.0,219107000.0,704704000.0,808597000.0,746285000.0,985847000.0,1.78,2.61,1.98,1.66,New York Stock Exchange Inc.,-62000.0,782000.0,-253000.0,-116000.0,57078000.0,55769000.0,58976000.0,59864000.0,1,8374031000.0,8375262000.0,8077249000.0,8078495000.0,7280768.88,253934000.0,372519000.0,282092000.0,236597000.0,"7,280,768.88",238881000.0,226636000.0,225670000.0,239351000.0,226509000.0,232211000.0,233230000.0,237668000.0,192.72,"37,779.00",726041000.0,734307000.0,740549000.0,745880000.0,21037030000.0,21308411000.0,21000737000.0,21215714000.0,8525618000.0,8550663000.0,8250531000.0,8475663000.0,11741494000.0,11884884000.0,11941092000.0,11916283000.0,9295536000.0,9423527000.0,9059645000.0,9299431000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
2065,SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,0.0,-1922000.0,-1431000.0,-1984000.0,-1372000.0,61395000.0,75591000.0,146078000.0,227136000.0,15221000.0,9992000.0,20138000.0,24104000.0,42862000.0,43835000.0,45008000.0,46145000.0,,,,,,,,,1.19,1.1,1.3,1.39,NASDAQ,3431000.0,3377000.0,4547000.0,4139000.0,29573000.0,30717000.0,31281000.0,30446000.0,1,125206000.0,130238000.0,130252000.0,127267000.0,147533.94,13530000.0,12458000.0,14653000.0,15683000.0,"147,533.94",,,,,29573000.0,30717000.0,31281000.0,30446000.0,58.13,"2,538.00",42862000.0,43835000.0,45008000.0,46145000.0,4604316000.0,4729200000.0,4907674000.0,4976496000.0,125206000.0,130238000.0,130252000.0,127267000.0,488748000.0,505629000.0,512371000.0,528790000.0,4115568000.0,4223571000.0,4395303000.0,4447706000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
73,PFE,PFIZER INC,Health Care,0.22,-637000000.0,-651000000.0,-917000000.0,-564000000.0,1052000000.0,1092000000.0,1043000000.0,1430000000.0,-1781000000.0,6714000000.0,6721000000.0,2335000000.0,3300000000.0,5263000000.0,5909000000.0,2845000000.0,37825000000.0,43223000000.0,50358000000.0,45861000000.0,43819000000.0,43211000000.0,42995000000.0,36452000000.0,0.01,0.78,0.07,0.52,New York Stock Exchange Inc.,-134000000.0,234000000.0,-421000000.0,-189000000.0,778000000.0,783000000.0,739000000.0,654000000.0,1,56733000000.0,56918000000.0,56703000000.0,56820000000.0,37056209.82,41000000.0,4465000000.0,410000000.0,2967000000.0,"37,056,209.82",2257000000.0,5271000000.0,3099000000.0,4416000000.0,7726000000.0,7167000000.0,8756000000.0,6454000000.0,24.54,"1,510,033.00",13283000000.0,17701000000.0,17764000000.0,13715000000.0,216193000000.0,219476000000.0,213396000000.0,208028000000.0,68677000000.0,66617000000.0,63649000000.0,61291000000.0,87975000000.0,92558000000.0,88497000000.0,90637000000.0,128218000000.0,126918000000.0,124899000000.0,117391000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
1046,STEP,STEPSTONE GROUP INC CLASS A,Financials,0.01,-575000.0,-1294000.0,-566000.0,-2665000.0,195435000.0,224618000.0,278784000.0,289302000.0,50170000.0,53696000.0,27585000.0,-66523000.0,79060000.0,133303000.0,168557000.0,214249000.0,1683634000.0,1754874000.0,1914158000.0,1959062000.0,1477977000.0,1572306000.0,1624923000.0,1944527000.0,0.2,0.26,-2.61,-0.24,NASDAQ,6797000.0,4750000.0,-57552000.0,-3203000.0,2990000.0,3512000.0,3008000.0,3191000.0,1,172118000.0,172264000.0,168942000.0,,1075052.7,13328000.0,17632000.0,-192015000.0,-18508000.0,"1,075,052.70",47151000.0,50981000.0,-359082000.0,-5869000.0,60190000.0,87393000.0,529548000.0,169349000.0,61.65,"17,438.00",186401000.0,271677000.0,339023000.0,377729000.0,3834354000.0,4039919000.0,4349647000.0,4586693000.0,290186000.0,288513000.0,281117000.0,382787000.0,1939461000.0,2000339000.0,1743426000.0,1774372000.0,1894893000.0,2039580000.0,2606221000.0,2812321000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
2132,GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,0.0,11211000.0,39502000.0,4523000.0,28380000.0,10416000.0,10531000.0,10956000.0,10383000.0,13603000.0,5540000.0,22787000.0,17684000.0,7323000.0,8209000.0,8576000.0,8468000.0,24095000.0,37167000.0,43422000.0,43775000.0,127108000.0,95747000.0,39634000.0,92707000.0,-0.04,0.2,,0.04,NASDAQ,1600000.0,11721000.0,7197000.0,5136000.0,9463000.0,9299000.0,9136000.0,9138000.0,1,641386000.0,639397000.0,691485000.0,689446000.0,128737.0,1611000.0,11677000.0,7190000.0,5134000.0,"128,737.00",10834000.0,14842000.0,13338000.0,13643000.0,18900000.0,16184000.0,15461000.0,15390000.0,13.25,"9,716.00",37057000.0,39235000.0,37375000.0,37501000.0,1105546000.0,1096315000.0,1094348000.0,1160443000.0,726718000.0,696770000.0,697448000.0,747687000.0,145821000.0,169046000.0,171301000.0,183352000.0,959725000.0,927269000.0,923047000.0,977091000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1871,AMRC,AMERESCO INC CLASS A,Industrials,0.0,-128026000.0,-118468000.0,-79902000.0,-114240000.0,150278000.0,113502000.0,108516000.0,71593000.0,53314000.0,25091000.0,18376000.0,-28304000.0,372813000.0,423734000.0,465877000.0,300910000.0,1239956000.0,1224551000.0,1301134000.0,1257068000.0,1232387000.0,964667000.0,889008000.0,798305000.0,0.09,0.33,0.7,-0.1,New York Stock Exchange Inc.,0.0,-3324000.0,-16676000.0,1188000.0,16149000.0,20176000.0,19258000.0,19905000.0,1,1078995000.0,1317517000.0,1483900000.0,1567473000.0,206258.0,5010000.0,17599000.0,37085000.0,-5483000.0,"206,258.00",20943000.0,35189000.0,18422000.0,15110000.0,44226000.0,41950000.0,48368000.0,36809000.0,26,"7,933.00",437982000.0,500873000.0,532667000.0,352829000.0,3965102000.0,3982238000.0,4158508000.0,4169941000.0,1664990000.0,1731013000.0,1703278000.0,1784115000.0,984969000.0,1009498000.0,1047612000.0,1048044000.0,2980133000.0,2972740000.0,3110896000.0,3121897000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
261,ETR,ENTERGY CORP,Utilities,0.06,-1191295000.0,-1557744000.0,-1953590000.0,-1750008000.0,1355164000.0,1411812000.0,859703000.0,1513410000.0,1025364000.0,1562372000.0,1379682000.0,536188000.0,1463307000.0,1620221000.0,1487787000.0,1395976000.0,5147097000.0,5217806000.0,4396237000.0,5112388000.0,5487180000.0,5859246000.0,6111037000.0,6200255000.0,0.115,1.495,0.65,0.82,New York Stock Exchange Inc.,187520000.0,192127000.0,180871000.0,198765000.0,289577000.0,295143000.0,298900000.0,329791000.0,1,26301092000.0,26563350000.0,26613505000.0,28264879000.0,10033649.48,51732000.0,645754000.0,287162000.0,362422000.0,"10,033,649.48",617630000.0,1125862000.0,644974000.0,700104000.0,872683000.0,643017000.0,609544000.0,750794000.0,88.18,"113,786.00",2953620000.0,3389100000.0,2742305000.0,2846874000.0,62766297000.0,64462049000.0,64790032000.0,66620409000.0,28750515000.0,29002849000.0,28918886000.0,30924976000.0,14681655000.0,15141711000.0,15184984000.0,15282400000.0,48084642000.0,49320338000.0,49605048000.0,51338009000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
680,CDE,COEUR MINING INC,Materials,0.01,-51405000.0,-41980000.0,-47720000.0,-50002000.0,74136000.0,76916000.0,55087000.0,77574000.0,15249000.0,111063000.0,63793000.0,67635000.0,172645000.0,189958000.0,195269000.0,247359000.0,312096000.0,345972000.0,273099000.0,502322000.0,260298000.0,318084000.0,330820000.0,260868000.0,0.0,0.12,,0.06,New York Stock Exchange Inc.,7189000.0,25817000.0,18420000.0,18413000.0,12583000.0,12699000.0,11306000.0,9869000.0,1,564691000.0,514874000.0,485058000.0,400241000.0,2328107.4,1426000.0,48739000.0,37852000.0,33353000.0,"2,328,107.40",21112000.0,88752000.0,94796000.0,74377000.0,28269000.0,34766000.0,15379000.0,38326000.0,14.1,"165,114.00",222026000.0,313476000.0,305444000.0,360062000.0,2143049000.0,2227800000.0,2301747000.0,4066893000.0,636070000.0,609507000.0,601656000.0,510238000.0,1031808000.0,1083150000.0,1123252000.0,2748512000.0,1111241000.0,1144650000.0,1178495000.0,1318381000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
1358,TRN,TRINITY INDUSTRIES INC,Industrials,0.0,-96500000.0,-123900000.0,-223200000.0,-129400000.0,257100000.0,222400000.0,228200000.0,94900000.0,241500000.0,78500000.0,201600000.0,76500000.0,662400000.0,629300000.0,474400000.0,443200000.0,1383200000.0,1300300000.0,1232100000.0,1056200000.0,669300000.0,596000000.0,604700000.0,537300000.0,0.65,0.37,0.34,0.26,New York Stock Exchange Inc.,17100000.0,15600000.0,6700000.0,7400000.0,70100000.0,67400000.0,66900000.0,66100000.0,1,5727400000.0,5699700000.0,5690900000.0,5616200000.0,571971.54,54400000.0,31400000.0,28900000.0,22100000.0,"571,971.54",117700000.0,109000000.0,93400000.0,92200000.0,61300000.0,60500000.0,61600000.0,50000000.0,28.59,"20,006.00",841400000.0,798800000.0,629400000.0,585400000.0,8957800000.0,8842900000.0,8832200000.0,8664700000.0,5727400000.0,5699700000.0,5690900000.0,5616200000.0,1304000000.0,1298500000.0,1307200000.0,1299700000.0,7653800000.0,7544400000.0,7525000000.0,7365000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
